  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-12.637 3.637 c22_66_c22_0857_0001
-12.636 2.472 c22_88_c22_0407_0001
-12.636 6.186 c22_66_c22_1181_0001
-12.635 1.634 c22_66_c22_0652_0001
-12.635 3.465 c22_11_c22_1074_0001
-12.634 2.498 c22_77_c22_0713_0001
-12.634 5.384 c22_66_c22_0876_0001
-12.633 6.200 c22_33_c22_0266_0001
-12.632 5.483 c22_44_c22_0273_0001
-12.622 5.064 c22_33_c22_1101_0001
-12.616 1.755 c22_33_c22_1230_0001
-12.614 2.725 c22_55_c22_1125_0001
-12.611 5.791 c22_66_c22_0151_0001
-12.610 4.600 c22_55_c22_0332_0001
-12.609 4.570 c22_88_c22_0600_0001
-12.608 6.442 c22_22_c22_0020_0001
-12.606 6.075 c22_44_c22_0526_0001
-12.605 2.267 c22_88_c22_0903_0001
-12.603 4.691 c22_22_c22_0785_0001
-12.603 5.683 c22_77_c22_0474_0001
-12.601 2.536 c22_55_c22_0292_0001
-12.601 6.122 c22_66_c22_0760_0001
-12.599 6.873 c22_22_c22_0729_0001
-12.598 4.271 c22_22_c22_1109_0001
-12.597 5.467 c22_44_c22_0613_0001
-12.592 6.079 c22_55_c22_1232_0001
-12.590 4.203 c22_11_c22_0212_0001
-12.589 6.462 c22_22_c22_0087_0001
-12.588 2.672 c22_55_c22_1101_0001
-12.586 4.520 c22_66_c22_0960_0001
-12.586 6.167 c22_44_c22_0798_0001
-12.585 4.801 c22_66_c22_0975_0001
-12.585 6.263 c22_11_c22_0374_0001
-12.584 5.303 c22_66_c22_0003_0001
-12.583 3.281 c22_11_c22_0568_0001
-12.580 2.704 c22_88_c22_0589_0001
-12.580 4.791 c22_11_c22_0979_0001
-12.580 6.666 c22_77_c22_0818_0001
-12.577 5.009 c22_33_c22_0208_0001
-12.574 5.473 c22_44_c22_0014_0001
-12.573 6.980 c22_55_c22_0909_0001
-12.572 2.772 c22_88_c22_0361_0001
-12.569 4.532 c22_33_c22_0010_0001
-12.568 4.790 c22_77_c22_0600_0001
-12.567 2.355 c22_77_c22_0396_0001
-12.567 6.295 c22_33_c22_1177_0001
-12.564 3.878 c22_55_c22_1026_0001
-12.564 6.500 c22_66_c22_0283_0001
-12.563 2.540 c22_55_c22_0450_0001
-12.563 3.603 c22_22_c22_0446_0001
-12.562 4.798 c22_66_c22_1178_0001
-12.561 6.290 c22_11_c22_0709_0001
-12.560 5.355 c22_66_c22_0287_0001
-12.557 7.081 c22_11_c22_0357_0001
-12.552 6.262 c22_44_c22_0933_0001
-12.547 6.606 c22_66_c22_0227_0001
-12.545 2.514 c22_22_c22_0353_0001
-12.545 3.071 c22_11_c22_0257_0001
-12.544 5.039 c22_44_c22_0855_0001
-12.541 5.063 c22_44_c22_0039_0001
-12.539 2.897 c22_11_c22_1173_0001
-12.538 5.567 c22_33_c22_1000_0001
-12.535 4.831 c22_55_c22_0598_0001
-12.535 6.027 c22_11_c22_0165_0001
-12.534 6.342 c22_44_c22_0652_0001
-12.532 2.718 c22_22_c22_0107_0001
-12.532 6.442 c22_22_c22_0644_0001
-12.530 4.448 c22_33_c22_0306_0001
-12.529 5.479 c22_44_c22_0682_0001
-12.528 2.757 c22_88_c22_1002_0001
-12.528 4.406 c22_44_c22_0242_0001
-12.527 5.119 c22_55_c22_0503_0001
-12.526 4.938 c22_77_c22_1109_0001
-12.525 5.526 c22_44_c22_0261_0001
-12.524 2.650 c22_88_c22_0809_0001
-12.523 5.926 c22_66_c22_1102_0001
-12.521 5.210 c22_88_c22_0466_0001
-12.515 2.642 c22_55_c22_0568_0001
-12.514 6.153 c22_22_c22_0874_0001
-12.509 1.651 c22_11_c22_0504_0001
-12.508 3.649 c22_11_c22_0024_0001
-12.504 2.348 c22_55_c22_0951_0001
-12.503 6.468 c22_33_c22_0272_0001
-12.501 6.162 c22_44_c22_0792_0001
-12.499 4.728 c22_33_c22_0002_0001
-12.496 4.147 c22_66_c22_1184_0001
-12.493 4.754 c22_33_c22_0166_0001
-12.490 2.077 c22_33_c22_0620_0001
-12.490 4.731 c22_77_c22_0819_0001
-12.487 4.087 c22_77_c22_0264_0001
-12.486 2.546 c22_22_c22_0951_0001
-12.486 6.169 c22_33_c22_0660_0001
-12.485 6.991 c22_11_c22_1063_0001
-12.483 4.771 c22_66_c22_0516_0001
-12.482 2.039 c22_44_c22_0103_0001
-12.482 6.038 c22_33_c22_0749_0001
-12.480 4.187 c22_33_c22_0284_0001
-12.480 6.071 c22_88_c22_1140_0001
-12.477 5.876 c22_66_c22_0135_0001
-12.474 3.192 c22_66_c22_0693_0001
-12.473 4.444 c22_55_c22_0026_0001
-12.472 2.614 c22_55_c22_1220_0001
-12.466 6.917 c22_55_c22_0457_0001
-12.459 3.101 c22_22_c22_0252_0001
-12.458 2.547 c22_55_c22_1208_0001
-12.458 4.744 c22_55_c22_1034_0001
-12.458 6.124 c22_55_c22_0651_0001
-12.456 3.347 c22_11_c22_0196_0001
-12.456 6.172 c22_66_c22_0070_0001
-12.455 2.883 c22_22_c22_0460_0001
-12.454 1.620 c22_44_c22_0957_0001
-12.454 4.793 c22_55_c22_0547_0001
-12.453 2.100 c22_44_c22_1118_0001
-12.453 4.352 c22_55_c22_1238_0001
-12.453 4.602 c22_44_c22_0458_0001
-12.451 3.892 c22_22_c22_0771_0001
-12.447 2.007 c22_44_c22_0533_0001
-12.447 4.893 c22_11_c22_0818_0001
-12.447 5.157 c22_11_c22_0674_0001
-12.446 2.559 c22_55_c22_0981_0001
-12.445 5.521 c22_66_c22_0608_0001
-12.444 2.323 c22_55_c22_0266_0001
-12.439 2.670 c22_88_c22_0355_0001
-12.439 6.692 c22_33_c22_1124_0001
-12.438 6.474 c22_44_c22_0211_0001
-12.437 2.111 c22_33_c22_0152_0001
-12.427 7.028 c22_11_c22_0371_0001
-12.426 5.456 c22_44_c22_0092_0001
-12.426 5.709 c22_77_c22_0660_0001
-12.421 5.179 c22_66_c22_1058_0001
-12.420 2.342 c22_66_c22_0132_0001
-12.419 6.421 c22_44_c22_0361_0001
-12.418 1.979 c22_22_c22_1163_0001
-12.416 3.173 c22_22_c22_1070_0001
-12.413 4.080 c22_55_c22_0739_0001
-12.412 5.969 c22_44_c22_1227_0001
-12.410 6.568 c22_33_c22_0685_0001
-12.407 4.898 c22_77_c22_0334_0001
-12.406 3.265 c22_22_c22_0366_0001
-12.406 4.490 c22_55_c22_0313_0001
-12.406 4.680 c22_11_c22_0916_0001
-12.406 5.070 c22_66_c22_1127_0001
-12.404 2.682 c22_44_c22_0517_0001
-12.403 2.180 c22_66_c22_0435_0001
-12.402 5.508 c22_33_c22_0752_0001
-12.398 4.769 c22_11_c22_1104_0001
-12.396 3.071 c22_88_c22_0759_0001
-12.396 3.173 c22_22_c22_1027_0001
-12.395 2.510 c22_55_c22_0033_0001
-12.393 2.069 c22_44_c22_0658_0001
-12.392 4.779 c22_55_c22_0448_0001
-12.392 6.071 c22_33_c22_0842_0001
-12.391 4.184 c22_33_c22_0803_0001
-12.389 4.653 c22_55_c22_1216_0001
-12.387 2.559 c22_22_c22_0204_0001
-12.387 3.295 c22_11_c22_0965_0001
-12.387 4.644 c22_55_c22_0983_0001
-12.384 5.463 c22_33_c22_0946_0001
-12.382 2.015 c22_88_c22_1032_0001
-12.382 2.168 c22_77_c22_0549_0001
-12.382 2.249 c22_77_c22_0076_0001
-12.382 5.051 c22_33_c22_1039_0001
-12.379 1.516 c22_11_c22_0471_0001
-12.379 3.247 c22_88_c22_0170_0001
-12.378 5.344 c22_55_c22_0068_0001
-12.375 6.028 c22_11_c22_0932_0001
-12.374 4.666 c22_55_c22_0564_0001
-12.373 2.726 c22_55_c22_0889_0001
-12.373 2.984 c22_33_c22_0456_0001
-12.373 6.071 c22_22_c22_1098_0001
-12.372 2.667 c22_22_c22_0908_0001
-12.371 6.847 c22_33_c22_0133_0001
-12.370 2.594 c22_22_c22_0735_0001
-12.369 4.957 c22_88_c22_0485_0001
-12.369 5.816 c22_77_c22_0565_0001
-12.368 2.993 c22_11_c22_0093_0001
-12.368 5.123 c22_66_c22_0953_0001
-12.368 6.078 c22_33_c22_0344_0001
-12.367 2.304 c22_11_c22_0668_0001
-12.364 5.384 c22_44_c22_0295_0001
-12.363 5.806 c22_44_c22_0448_0001
-12.362 2.627 c22_66_c22_0228_0001
-12.360 2.171 c22_66_c22_0537_0001
-12.360 5.484 c22_33_c22_1023_0001
-12.360 5.771 c22_44_c22_0615_0001
-12.358 2.465 c22_11_c22_0369_0001
-12.358 4.795 c22_11_c22_0944_0001
-12.356 5.329 c22_55_c22_1004_0001
-12.356 6.167 c22_77_c22_0536_0001
-12.352 4.081 c22_33_c22_0215_0001
-12.351 2.163 c22_88_c22_0226_0001
-12.345 5.619 c22_11_c22_0798_0001
-12.339 5.265 c22_33_c22_0256_0001
-12.338 5.215 c22_77_c22_0295_0001
-12.337 6.762 c22_88_c22_0077_0001
-12.335 6.032 c22_55_c22_1045_0001
-12.334 3.337 c22_11_c22_0772_0001
-12.333 3.998 c22_33_c22_0920_0001
-12.331 6.377 c22_88_c22_1188_0001
-12.321 2.703 c22_77_c22_0508_0001
-12.321 4.839 c22_66_c22_1017_0001
-12.319 5.738 c22_33_c22_0141_0001
-12.318 7.745 c22_33_c22_0547_0001
-12.315 5.805 c22_33_c22_0825_0001
-12.313 5.057 c22_66_c22_0966_0001
-12.312 6.044 c22_44_c22_0456_0001
-12.312 6.413 c22_11_c22_0334_0001
-12.311 6.390 c22_22_c22_0551_0001
-12.310 2.490 c22_44_c22_0423_0001
-12.309 2.098 c22_44_c22_0543_0001
-12.304 2.331 c22_11_c22_1204_0001
-12.303 5.587 c22_55_c22_0197_0001
-12.299 5.717 c22_33_c22_0234_0001
-12.298 6.175 c22_11_c22_0303_0001
-12.296 4.881 c22_77_c22_0234_0001
-12.295 6.840 c22_77_c22_1186_0001
-12.294 4.903 c22_77_c22_1012_0001
-12.293 2.964 c22_11_c22_0981_0001
-12.291 1.715 c22_77_c22_1163_0001
-12.291 3.308 c22_22_c22_1063_0001
-12.291 5.455 c22_44_c22_1101_0001
-12.290 2.245 c22_44_c22_1190_0001
-12.290 4.516 c22_33_c22_0969_0001
-12.289 3.306 c22_11_c22_1211_0001
-12.288 6.592 c22_33_c22_0622_0001
-12.281 2.268 c22_77_c22_0409_0001
-12.280 6.162 c22_66_c22_0819_0001
-12.279 5.678 c22_22_c22_0817_0001
-12.274 5.411 c22_11_c22_0630_0001
-12.274 6.659 c22_66_c22_1150_0001
-12.272 5.359 c22_33_c22_0711_0001
-12.271 5.489 c22_55_c22_0906_0001
-12.269 2.728 c22_11_c22_1181_0001
-12.269 6.242 c22_22_c22_1015_0001
-12.267 1.938 c22_11_c22_1124_0001
-12.267 4.856 c22_44_c22_0860_0001
-12.266 6.668 c22_11_c22_0188_0001
-12.265 4.135 c22_22_c22_0750_0001
-12.265 6.710 c22_55_c22_0833_0001
-12.263 1.817 c22_33_c22_0305_0001
-12.263 5.087 c22_33_c22_0134_0001
-12.262 5.151 c22_44_c22_0445_0001
-12.262 6.476 c22_77_c22_0078_0001
-12.261 6.340 c22_33_c22_0603_0001
-12.261 6.635 c22_55_c22_0518_0001
-12.253 2.933 c22_11_c22_0284_0001
-12.253 6.296 c22_77_c22_0420_0001
-12.253 7.075 c22_22_c22_1181_0001
-12.252 6.209 c22_44_c22_0190_0001
-12.251 5.087 c22_77_c22_1050_0001
-12.251 6.154 c22_11_c22_0337_0001
-12.250 4.804 c22_33_c22_0899_0001
-12.250 5.417 c22_55_c22_0974_0001
-12.249 5.091 c22_11_c22_0989_0001
-12.248 6.892 c22_77_c22_0769_0001
-12.247 3.771 c22_22_c22_0905_0001
-12.247 4.692 c22_33_c22_0048_0001
-12.246 4.955 c22_66_c22_0155_0001
-12.242 7.240 c22_33_c22_0851_0001
-12.240 1.609 c22_22_c22_0408_0001
-12.240 5.687 c22_55_c22_0958_0001
-12.240 6.983 c22_22_c22_0901_0001
-12.239 2.224 c22_33_c22_0290_0001
-12.239 4.755 c22_77_c22_0831_0001
-12.239 5.447 c22_11_c22_0785_0001
-12.237 2.584 c22_88_c22_0656_0001
-12.237 3.361 c22_55_c22_0256_0001
-12.236 1.841 c22_22_c22_0370_0001
-12.236 6.267 c22_55_c22_1050_0001
-12.236 7.466 c22_88_c22_0584_0001
-12.235 1.807 c22_33_c22_0080_0001
-12.233 2.194 c22_44_c22_0264_0001
-12.229 5.387 c22_88_c22_0370_0001
-12.229 6.502 c22_22_c22_1006_0001
-12.227 2.237 c22_88_c22_1185_0001
-12.225 3.278 c22_11_c22_0870_0001
-12.223 5.300 c22_33_c22_0001_0001
-12.222 5.569 c22_22_c22_0613_0001
-12.217 4.064 c22_44_c22_1037_0001
-12.214 5.701 c22_33_c22_1063_0001
-12.212 2.048 c22_33_c22_1017_0001
-12.212 3.443 c22_11_c22_0449_0001
-12.209 5.621 c22_55_c22_0069_0001
-12.207 1.727 c22_33_c22_1235_0001
-12.205 6.298 c22_33_c22_0173_0001
-12.203 4.186 c22_22_c22_1100_0001
-12.203 5.969 c22_66_c22_0880_0001
-12.200 4.053 c22_66_c22_0441_0001
-12.197 6.804 c22_44_c22_0550_0001
-12.197 6.828 c22_88_c22_0236_0001
-12.195 3.129 c22_22_c22_0553_0001
-12.192 6.806 c22_33_c22_0313_0001
-12.191 5.627 c22_44_c22_0021_0001
-12.190 2.776 c22_66_c22_0017_0001
-12.190 5.505 c22_33_c22_0291_0001
-12.189 2.828 c22_55_c22_0962_0001
-12.189 4.209 c22_66_c22_1223_0001
-12.188 2.492 c22_55_c22_1043_0001
-12.188 4.317 c22_22_c22_0845_0001
-12.187 6.227 c22_55_c22_0894_0001
-12.183 5.860 c22_33_c22_0779_0001
-12.183 7.064 c22_88_c22_0633_0001
-12.182 5.308 c22_44_c22_0246_0001
-12.181 2.467 c22_88_c22_0438_0001
-12.179 3.157 c22_22_c22_1055_0001
-12.178 5.250 c22_11_c22_1066_0001
-12.177 4.061 c22_55_c22_0732_0001
-12.175 3.186 c22_22_c22_1082_0001
-12.173 6.550 c22_22_c22_0028_0001
-12.172 3.604 c22_66_c22_0410_0001
-12.170 6.223 c22_11_c22_0565_0001
-12.168 2.364 c22_44_c22_0493_0001
-12.168 4.920 c22_77_c22_0773_0001
-12.166 6.573 c22_33_c22_0959_0001
-12.163 4.688 c22_66_c22_0588_0001
-12.163 4.931 c22_11_c22_0273_0001
-12.163 7.098 c22_22_c22_0341_0001
-12.162 5.630 c22_22_c22_1002_0001
-12.161 2.394 c22_22_c22_1013_0001
-12.161 4.002 c22_55_c22_1249_0001
-12.160 5.004 c22_44_c22_0403_0001
-12.159 4.667 c22_77_c22_0074_0001
-12.158 2.726 c22_77_c22_1053_0001
-12.158 6.139 c22_33_c22_0311_0001
-12.155 3.988 c22_88_c22_0206_0001
-12.152 3.102 c22_11_c22_0799_0001
-12.152 3.185 c22_22_c22_0584_0001
-12.152 5.248 c22_55_c22_0521_0001
-12.151 5.571 c22_77_c22_0248_0001
-12.150 6.481 c22_22_c22_0251_0001
-12.147 5.668 c22_44_c22_0745_0001
-12.147 6.555 c22_44_c22_1206_0001
-12.146 6.103 c22_22_c22_0921_0001
-12.144 2.424 c22_44_c22_0491_0001
-12.144 2.711 c22_55_c22_1080_0001
-12.144 4.231 c22_22_c22_0064_0001
-12.142 3.839 c22_33_c22_0997_0001
-12.138 5.346 c22_33_c22_0755_0001
-12.137 2.792 c22_66_c22_0927_0001
-12.134 5.383 c22_44_c22_0574_0001
-12.133 6.331 c22_33_c22_0572_0001
-12.133 6.801 c22_11_c22_0155_0001
-12.132 4.969 c22_55_c22_0006_0001
-12.126 1.998 c22_33_c22_0490_0001
-12.125 1.614 c22_44_c22_0171_0001
-12.125 2.605 c22_11_c22_0014_0001
-12.125 6.805 c22_33_c22_0861_0001
-12.121 5.608 c22_22_c22_0656_0001
-12.120 4.288 c22_22_c22_1179_0001
-12.118 2.100 c22_55_c22_0679_0001
-12.118 7.004 c22_44_c22_0813_0001
-12.117 5.190 c22_77_c22_0350_0001
-12.115 5.145 c22_22_c22_0737_0001
-12.114 5.075 c22_33_c22_0100_0001
-12.113 3.682 c22_22_c22_0769_0001
-12.113 4.108 c22_44_c22_1032_0001
-12.112 5.442 c22_33_c22_1145_0001
-12.110 4.198 c22_33_c22_0790_0001
-12.108 6.331 c22_44_c22_0803_0001
-12.108 6.462 c22_55_c22_0440_0001
-12.107 3.099 c22_11_c22_0524_0001
-12.106 5.346 c22_33_c22_1163_0001
-12.102 2.964 c22_88_c22_0076_0001
-12.101 6.232 c22_44_c22_0020_0001
-12.099 6.389 c22_33_c22_0887_0001
-12.097 2.097 c22_33_c22_0601_0001
-12.097 3.177 c22_11_c22_1007_0001
-12.097 5.961 c22_22_c22_1025_0001
-12.095 6.292 c22_44_c22_0121_0001
-12.093 6.308 c22_33_c22_0438_0001
-12.092 2.232 c22_66_c22_0878_0001
-12.092 4.603 c22_44_c22_0049_0001
-12.092 5.907 c22_66_c22_0030_0001
-12.092 6.043 c22_66_c22_0627_0001
-12.091 4.613 c22_55_c22_0121_0001
-12.089 4.634 c22_55_c22_0394_0001
-12.089 5.652 c22_33_c22_0102_0001
-12.088 2.341 c22_44_c22_0869_0001
-12.088 5.045 c22_33_c22_1150_0001
-12.086 5.926 c22_33_c22_0567_0001
-12.085 4.492 c22_11_c22_0727_0001
-12.085 5.658 c22_44_c22_0695_0001
-12.083 3.790 c22_88_c22_0713_0001
-12.080 2.868 c22_55_c22_1250_0001
-12.074 4.198 c22_22_c22_0187_0001
-12.071 2.061 c22_55_c22_0590_0001
-12.070 2.924 c22_11_c22_0195_0001
-12.069 4.516 c22_44_c22_0676_0001
-12.069 5.510 c22_77_c22_0268_0001
-12.068 2.598 c22_55_c22_1116_0001
-12.067 4.100 c22_22_c22_1046_0001
-12.061 3.225 c22_22_c22_0486_0001
-12.061 5.551 c22_33_c22_0252_0001
-12.059 4.406 c22_11_c22_1040_0001
-12.059 7.166 c22_33_c22_0908_0001
-12.058 6.718 c22_66_c22_0807_0001
-12.057 2.347 c22_44_c22_1154_0001
-12.056 3.355 c22_11_c22_1127_0001
-12.055 2.686 c22_77_c22_0163_0001
-12.055 5.341 c22_55_c22_1006_0001
-12.054 2.346 c22_66_c22_1051_0001
-12.054 6.070 c22_33_c22_0422_0001
-12.050 5.431 c22_44_c22_0977_0001
-12.050 6.386 c22_33_c22_0489_0001
-12.047 6.026 c22_33_c22_0295_0001
-12.046 4.993 c22_66_c22_1146_0001
-12.045 2.584 c22_22_c22_1077_0001
-12.043 4.585 c22_66_c22_0372_0001
-12.042 7.387 c22_88_c22_0208_0001
-12.040 3.391 c22_11_c22_0330_0001
-12.040 6.004 c22_44_c22_1138_0001
-12.039 6.479 c22_33_c22_0583_0001
-12.038 2.137 c22_77_c22_1244_0001
-12.038 4.774 c22_11_c22_0786_0001
-12.038 5.308 c22_33_c22_0692_0001
-12.037 5.561 c22_22_c22_0529_0001
-12.035 5.487 c22_33_c22_0332_0001
-12.033 1.836 c22_77_c22_0485_0001
-12.033 6.020 c22_33_c22_0577_0001
-12.032 1.711 c22_11_c22_0116_0001
-12.032 3.322 c22_11_c22_0373_0001
-12.032 6.386 c22_77_c22_0326_0001
-12.031 2.503 c22_22_c22_0999_0001
-12.031 5.223 c22_44_c22_0447_0001
-12.028 2.562 c22_88_c22_0969_0001
-12.028 5.623 c22_88_c22_0715_0001
-12.027 5.627 c22_77_c22_0505_0001
-12.025 6.824 c22_55_c22_0299_0001
-12.024 2.070 c22_77_c22_1195_0001
-12.024 5.057 c22_33_c22_0113_0001
-12.023 2.135 c22_33_c22_0588_0001
-12.023 7.105 c22_11_c22_0578_0001
-12.021 6.299 c22_33_c22_1004_0001
-12.012 6.555 c22_88_c22_1221_0001
-12.009 4.448 c22_55_c22_0896_0001
-12.009 5.735 c22_11_c22_0976_0001
-12.008 3.483 c22_66_c22_0280_0001
-12.001 3.678 c22_88_c22_0501_0001
-12.001 6.258 c22_44_c22_0410_0001
-11.999 2.337 c22_66_c22_1104_0001
-11.999 3.322 c22_11_c22_0008_0001
-11.999 5.698 c22_66_c22_0598_0001
-11.997 1.588 c22_44_c22_0594_0001
-11.997 4.929 c22_44_c22_0887_0001
-11.997 5.913 c22_33_c22_0377_0001
-11.996 5.633 c22_33_c22_0226_0001
-11.991 1.917 c22_33_c22_0639_0001
-11.990 2.235 c22_22_c22_0513_0001
-11.990 5.197 c22_33_c22_1192_0001
-11.987 3.307 c22_11_c22_0366_0001
-11.985 5.999 c22_66_c22_1057_0001
-11.984 2.344 c22_55_c22_0941_0001
-11.983 3.985 c22_11_c22_0812_0001
-11.983 4.398 c22_66_c22_1169_0001
-11.980 4.829 c22_55_c22_0805_0001
-11.980 5.152 c22_22_c22_0958_0001
-11.979 4.261 c22_55_c22_0560_0001
-11.979 6.701 c22_33_c22_0298_0001
-11.976 2.568 c22_55_c22_0329_0001
-11.975 2.516 c22_22_c22_0217_0001
-11.974 4.408 c22_11_c22_0732_0001
-11.971 5.924 c22_33_c22_0437_0001
-11.970 6.947 c22_22_c22_0859_0001
-11.968 2.596 c22_22_c22_0098_0001
-11.968 4.323 c22_22_c22_0056_0001
-11.968 6.111 c22_33_c22_0401_0001
-11.968 6.294 c22_66_c22_0457_0001
-11.966 2.403 c22_44_c22_0137_0001
-11.966 4.994 c22_22_c22_0023_0001
-11.964 3.306 c22_11_c22_0003_0001
-11.962 1.917 c22_33_c22_0390_0001
-11.962 5.073 c22_44_c22_0700_0001
-11.961 5.766 c22_11_c22_0613_0001
-11.958 7.020 c22_33_c22_0739_0001
-11.957 5.060 c22_33_c22_0156_0001
-11.957 7.310 c22_11_c22_1107_0001
-11.954 2.983 c22_11_c22_0958_0001
-11.954 4.764 c22_11_c22_0647_0001
-11.954 5.037 c22_77_c22_0866_0001
-11.954 7.575 c22_11_c22_0621_0001
-11.952 7.041 c22_11_c22_0328_0001
-11.949 7.810 c22_22_c22_1047_0001
-11.947 4.611 c22_11_c22_0347_0001
-11.947 6.626 c22_44_c22_1107_0001
-11.946 3.782 c22_77_c22_0518_0001
-11.944 3.201 c22_22_c22_1016_0001
-11.943 5.624 c22_77_c22_0645_0001
-11.942 1.693 c22_33_c22_1037_0001
-11.942 2.416 c22_44_c22_0582_0001
-11.942 6.231 c22_44_c22_0524_0001
-11.940 2.309 c22_33_c22_0101_0001
-11.939 5.978 c22_66_c22_0377_0001
-11.937 5.670 c22_22_c22_0708_0001
-11.936 1.836 c22_33_c22_1155_0001
-11.936 6.339 c22_33_c22_0294_0001
-11.935 2.800 c22_88_c22_0793_0001
-11.935 5.080 c22_77_c22_0286_0001
-11.934 4.955 c22_44_c22_1019_0001
-11.933 4.438 c22_33_c22_0258_0001
-11.933 7.112 c22_22_c22_0141_0001
-11.932 5.763 c22_44_c22_0364_0001
-11.930 4.076 c22_44_c22_0098_0001
-11.930 4.353 c22_11_c22_1013_0001
-11.928 7.070 c22_22_c22_0293_0001
-11.925 3.009 c22_22_c22_0861_0001
-11.924 1.966 c22_33_c22_0110_0001
-11.924 4.020 c22_55_c22_0400_0001
-11.922 4.064 c22_33_c22_1001_0001
-11.922 6.823 c22_33_c22_0890_0001
-11.921 2.426 c22_44_c22_0842_0001
-11.921 3.385 c22_11_c22_0095_0001
-11.920 4.843 c22_55_c22_1245_0001
-11.920 7.040 c22_33_c22_0793_0001
-11.919 5.194 c22_66_c22_0084_0001
-11.917 4.278 c22_22_c22_0756_0001
-11.916 4.907 c22_33_c22_1245_0001
-11.915 4.902 c22_66_c22_1236_0001
-11.914 4.182 c22_22_c22_1218_0001
-11.911 2.235 c22_44_c22_0328_0001
-11.909 6.229 c22_11_c22_0634_0001
-11.908 6.687 c22_88_c22_0754_0001
-11.907 3.272 c22_11_c22_1155_0001
-11.905 2.735 c22_66_c22_0521_0001
-11.904 3.146 c22_22_c22_0058_0001
-11.904 3.867 c22_55_c22_0203_0001
-11.904 4.547 c22_44_c22_1088_0001
-11.901 3.529 c22_55_c22_0270_0001
-11.900 3.716 c22_77_c22_0258_0001
-11.900 3.854 c22_55_c22_0041_0001
-11.900 4.430 c22_33_c22_0441_0001
-11.900 4.820 c22_22_c22_0761_0001
-11.900 7.059 c22_22_c22_1090_0001
-11.899 4.322 c22_55_c22_0314_0001
-11.899 5.048 c22_77_c22_1236_0001
-11.899 5.730 c22_66_c22_1250_0001
-11.897 5.869 c22_33_c22_0476_0001
-11.896 1.808 c22_44_c22_0918_0001
-11.896 4.136 c22_44_c22_0022_0001
-11.896 5.460 c22_44_c22_0920_0001
-11.891 5.263 c22_77_c22_1007_0001
-11.889 5.446 c22_11_c22_0412_0001
-11.887 2.493 c22_77_c22_0535_0001
-11.887 4.556 c22_66_c22_0768_0001
-11.887 5.103 c22_33_c22_0593_0001
-11.885 5.495 c22_88_c22_0546_0001
-11.884 4.222 c22_22_c22_0505_0001
-11.883 4.861 c22_77_c22_0776_0001
-11.879 3.488 c22_55_c22_0105_0001
-11.879 4.735 c22_44_c22_0464_0001
-11.877 3.573 c22_55_c22_0315_0001
-11.874 5.554 c22_55_c22_0150_0001
-11.873 3.948 c22_33_c22_0154_0001
-11.872 4.146 c22_44_c22_1147_0001
-11.871 5.672 c22_22_c22_0166_0001
-11.870 5.113 c22_44_c22_0629_0001
-11.870 5.274 c22_44_c22_0023_0001
-11.869 5.114 c22_77_c22_0247_0001
-11.868 3.087 c22_22_c22_1224_0001
-11.866 6.969 c22_11_c22_0031_0001
-11.865 5.878 c22_44_c22_0371_0001
-11.865 6.000 c22_11_c22_1238_0001
-11.863 6.096 c22_66_c22_0264_0001
-11.863 6.988 c22_22_c22_0799_0001
-11.862 4.024 c22_33_c22_1111_0001
-11.861 5.284 c22_33_c22_0509_0001
-11.861 7.149 c22_33_c22_1131_0001
-11.861 7.218 c22_11_c22_0120_0001
-11.860 3.144 c22_22_c22_1119_0001
-11.860 4.636 c22_55_c22_0574_0001
-11.858 3.130 c22_22_c22_1156_0001
-11.857 6.456 c22_44_c22_0742_0001
-11.855 2.809 c22_11_c22_0448_0001
-11.854 2.488 c22_22_c22_0394_0001
-11.849 4.665 c22_11_c22_1209_0001
-11.846 5.087 c22_77_c22_0398_0001
-11.845 4.979 c22_22_c22_0039_0001
-11.844 2.398 c22_88_c22_0205_0001
-11.844 5.614 c22_66_c22_0206_0001
-11.844 6.022 c22_22_c22_1048_0001
-11.843 6.471 c22_55_c22_0160_0001
-11.840 5.220 c22_55_c22_0439_0001
-11.840 5.288 c22_77_c22_0760_0001
-11.836 3.846 c22_55_c22_0077_0001
-11.836 6.947 c22_88_c22_0232_0001
-11.834 1.348 c22_33_c22_0032_0001
-11.834 3.293 c22_11_c22_0599_0001
-11.831 5.228 c22_66_c22_0591_0001
-11.829 5.719 c22_22_c22_0191_0001
-11.828 4.526 c22_44_c22_0835_0001
-11.828 4.684 c22_44_c22_0212_0001
-11.827 5.478 c22_77_c22_0696_0001
-11.824 3.333 c22_22_c22_0807_0001
-11.823 2.571 c22_88_c22_0635_0001
-11.823 5.302 c22_33_c22_0233_0001
-11.822 4.739 c22_11_c22_0081_0001
-11.821 1.988 c22_33_c22_0898_0001
-11.821 6.487 c22_22_c22_0719_0001
-11.821 6.814 c22_33_c22_1147_0001
-11.820 2.404 c22_33_c22_0138_0001
-11.820 6.294 c22_44_c22_0528_0001
-11.820 7.088 c22_44_c22_0751_0001
-11.819 6.906 c22_11_c22_1183_0001
-11.818 3.897 c22_44_c22_0479_0001
-11.818 6.631 c22_77_c22_1131_0001
-11.816 5.865 c22_66_c22_0839_0001
-11.815 7.102 c22_33_c22_0769_0001
-11.814 1.973 c22_88_c22_0817_0001
