  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-15.320 2.491 c22_11_c22_0144_0001
-15.316 5.802 c22_44_c22_0840_0001
-15.301 1.315 c22_77_c22_1027_0001
-15.300 1.423 c22_66_c22_0736_0001
-15.297 6.435 c22_44_c22_0026_0001
-15.284 2.406 c22_11_c22_0998_0001
-15.276 5.965 c22_77_c22_0187_0001
-15.272 5.255 c22_11_c22_0400_0001
-15.268 5.933 c22_88_c22_0349_0001
-15.261 2.893 c22_55_c22_1128_0001
-15.260 5.489 c22_55_c22_0282_0001
-15.254 1.446 c22_11_c22_0859_0001
-15.250 3.188 c22_77_c22_1214_0001
-15.243 1.179 c22_11_c22_0445_0001
-15.232 2.318 c22_11_c22_0026_0001
-15.225 5.715 c22_22_c22_1226_0001
-15.216 2.997 c22_22_c22_1249_0001
-15.213 5.543 c22_88_c22_0523_0001
-15.212 2.566 c22_11_c22_1076_0001
-15.181 1.307 c22_66_c22_0779_0001
-15.180 4.991 c22_66_c22_0497_0001
-15.178 5.310 c22_11_c22_0398_0001
-15.177 1.940 c22_88_c22_0559_0001
-15.177 5.370 c22_33_c22_0718_0001
-15.174 5.382 c22_11_c22_1089_0001
-15.171 5.443 c22_77_c22_0919_0001
-15.168 1.942 c22_11_c22_1047_0001
-15.165 4.415 c22_22_c22_0174_0001
-15.155 6.379 c22_22_c22_0450_0001
-15.140 1.390 c22_77_c22_1245_0001
-15.139 3.165 c22_66_c22_0687_0001
-15.137 6.363 c22_66_c22_0618_0001
-15.136 4.960 c22_66_c22_0610_0001
-15.134 1.508 c22_66_c22_0983_0001
-15.134 5.995 c22_66_c22_0397_0001
-15.133 1.707 c22_22_c22_0643_0001
-15.126 6.003 c22_88_c22_1115_0001
-15.122 6.042 c22_11_c22_0360_0001
-15.109 1.517 c22_33_c22_0236_0001
-15.104 5.259 c22_33_c22_0912_0001
-15.102 4.590 c22_33_c22_0829_0001
-15.092 4.989 c22_77_c22_0648_0001
-15.088 4.954 c22_33_c22_0159_0001
-15.085 6.204 c22_55_c22_0840_0001
-15.083 5.893 c22_44_c22_0733_0001
-15.080 2.927 c22_22_c22_0363_0001
-15.078 2.217 c22_55_c22_0738_0001
-15.065 4.629 c22_66_c22_0386_0001
-15.064 5.169 c22_66_c22_0567_0001
-15.064 5.952 c22_11_c22_0092_0001
-15.057 4.492 c22_55_c22_0914_0001
-15.053 5.922 c22_22_c22_0401_0001
-15.052 1.304 c22_77_c22_0547_0001
-15.050 4.990 c22_77_c22_0481_0001
-15.043 2.648 c22_55_c22_0620_0001
-15.037 1.005 c22_11_c22_0422_0001
-15.035 3.547 c22_88_c22_1131_0001
-15.031 1.822 c22_66_c22_0711_0001
-15.015 1.458 c22_77_c22_0232_0001
-15.014 1.771 c22_88_c22_0933_0001
-15.010 5.307 c22_33_c22_0410_0001
-14.993 1.460 c22_77_c22_0252_0001
-14.992 5.721 c22_55_c22_0796_0001
-14.991 2.461 c22_88_c22_0256_0001
-14.983 4.621 c22_33_c22_0241_0001
-14.979 1.548 c22_77_c22_0028_0001
-14.972 2.875 c22_55_c22_0853_0001
-14.971 5.484 c22_88_c22_0539_0001
-14.965 4.769 c22_55_c22_0515_0001
-14.961 5.049 c22_33_c22_0327_0001
-14.959 6.277 c22_88_c22_1006_0001
-14.946 5.097 c22_22_c22_0684_0001
-14.945 1.441 c22_88_c22_0479_0001
-14.943 5.316 c22_66_c22_0461_0001
-14.938 1.546 c22_11_c22_1175_0001
-14.930 2.589 c22_22_c22_0787_0001
-14.929 1.466 c22_66_c22_0042_0001
-14.923 2.471 c22_11_c22_0992_0001
-14.921 4.621 c22_33_c22_0268_0001
-14.920 4.781 c22_55_c22_0580_0001
-14.917 2.445 c22_88_c22_0942_0001
-14.915 6.867 c22_44_c22_0862_0001
-14.908 2.984 c22_66_c22_0218_0001
-14.907 6.018 c22_66_c22_0379_0001
-14.905 2.275 c22_66_c22_1180_0001
-14.900 2.455 c22_22_c22_0118_0001
-14.899 2.333 c22_22_c22_0639_0001
-14.894 6.026 c22_22_c22_1243_0001
-14.892 5.422 c22_77_c22_0216_0001
-14.880 6.011 c22_88_c22_0848_0001
-14.877 1.472 c22_22_c22_0943_0001
-14.876 1.397 c22_11_c22_0535_0001
-14.876 1.998 c22_55_c22_0970_0001
-14.875 6.270 c22_22_c22_0138_0001
-14.870 1.865 c22_88_c22_0974_0001
-14.863 0.957 c22_77_c22_0427_0001
-14.862 6.063 c22_11_c22_0419_0001
-14.850 5.443 c22_77_c22_0555_0001
-14.849 4.790 c22_44_c22_1196_0001
-14.839 6.198 c22_88_c22_1136_0001
-14.838 5.394 c22_44_c22_0277_0001
-14.836 4.754 c22_33_c22_0425_0001
-14.835 3.009 c22_66_c22_1065_0001
-14.832 2.452 c22_88_c22_0940_0001
-14.832 3.020 c22_66_c22_0242_0001
-14.829 5.412 c22_66_c22_0793_0001
-14.824 4.709 c22_44_c22_0400_0001
-14.823 3.081 c22_11_c22_0079_0001
-14.815 5.234 c22_11_c22_0468_0001
-14.810 1.326 c22_77_c22_1112_0001
-14.808 5.051 c22_33_c22_1080_0001
-14.801 1.745 c22_55_c22_1003_0001
-14.796 2.828 c22_11_c22_0541_0001
-14.795 5.932 c22_22_c22_0042_0001
-14.790 5.644 c22_55_c22_1112_0001
-14.780 5.125 c22_66_c22_0620_0001
-14.771 4.623 c22_33_c22_0594_0001
-14.768 4.762 c22_11_c22_0202_0001
-14.755 1.857 c22_66_c22_0498_0001
-14.755 5.452 c22_55_c22_0453_0001
-14.750 1.639 c22_55_c22_0847_0001
-14.749 1.541 c22_88_c22_0402_0001
-14.744 2.444 c22_11_c22_1005_0001
-14.743 5.103 c22_44_c22_1171_0001
-14.737 1.740 c22_66_c22_0013_0001
-14.733 1.161 c22_11_c22_0497_0001
-14.730 6.195 c22_66_c22_0740_0001
-14.728 5.215 c22_55_c22_1145_0001
-14.727 1.602 c22_11_c22_0260_0001
-14.727 6.492 c22_33_c22_0913_0001
-14.725 5.192 c22_22_c22_0674_0001
-14.722 1.658 c22_88_c22_0965_0001
-14.717 4.655 c22_33_c22_0408_0001
-14.716 2.734 c22_66_c22_0786_0001
-14.714 6.055 c22_55_c22_1057_0001
-14.713 6.703 c22_88_c22_1203_0001
-14.695 2.844 c22_11_c22_0917_0001
-14.695 4.959 c22_44_c22_0172_0001
-14.687 5.062 c22_66_c22_0011_0001
-14.687 5.441 c22_44_c22_0064_0001
-14.686 4.500 c22_22_c22_0634_0001
-14.682 2.968 c22_22_c22_0637_0001
-14.678 3.157 c22_55_c22_0908_0001
-14.677 5.000 c22_11_c22_0770_0001
-14.675 4.636 c22_33_c22_1179_0001
-14.669 5.449 c22_55_c22_0148_0001
-14.666 5.996 c22_44_c22_0612_0001
-14.665 2.696 c22_11_c22_0320_0001
-14.663 2.933 c22_22_c22_0016_0001
-14.658 6.031 c22_11_c22_1059_0001
-14.655 6.611 c22_88_c22_1163_0001
-14.639 2.339 c22_11_c22_0496_0001
-14.637 2.591 c22_22_c22_1022_0001
-14.637 5.144 c22_33_c22_0139_0001
-14.629 7.115 c22_44_c22_0720_0001
-14.628 6.638 c22_33_c22_0397_0001
-14.617 2.591 c22_88_c22_0962_0001
-14.610 5.989 c22_22_c22_0733_0001
-14.608 1.922 c22_55_c22_0552_0001
-14.599 2.825 c22_22_c22_0879_0001
-14.590 4.823 c22_22_c22_0473_0001
-14.589 2.855 c22_22_c22_0900_0001
-14.585 6.248 c22_22_c22_0030_0001
-14.577 1.573 c22_44_c22_0940_0001
-14.571 5.303 c22_44_c22_1125_0001
-14.569 2.789 c22_22_c22_0659_0001
-14.569 6.080 c22_11_c22_0822_0001
-14.564 1.669 c22_33_c22_1088_0001
-14.556 4.603 c22_33_c22_0285_0001
-14.556 5.992 c22_22_c22_0647_0001
-14.554 5.147 c22_66_c22_0374_0001
-14.554 5.537 c22_44_c22_0997_0001
-14.549 3.178 c22_11_c22_0139_0001
-14.549 5.142 c22_22_c22_0422_0001
-14.543 1.535 c22_22_c22_0354_0001
-14.542 2.104 c22_22_c22_0133_0001
-14.540 5.073 c22_33_c22_0262_0001
-14.538 4.918 c22_77_c22_0709_0001
-14.538 5.070 c22_66_c22_0437_0001
-14.534 2.724 c22_11_c22_1198_0001
-14.525 5.214 c22_77_c22_0841_0001
-14.516 6.221 c22_22_c22_0895_0001
-14.515 2.568 c22_88_c22_1089_0001
-14.512 1.886 c22_66_c22_0636_0001
-14.511 5.235 c22_44_c22_0333_0001
-14.510 4.499 c22_22_c22_0549_0001
-14.504 5.429 c22_22_c22_0724_0001
-14.502 2.385 c22_22_c22_0710_0001
-14.496 5.329 c22_33_c22_0939_0001
-14.496 5.570 c22_33_c22_0514_0001
-14.495 2.973 c22_66_c22_0039_0001
-14.492 6.422 c22_33_c22_0050_0001
-14.492 6.592 c22_22_c22_0292_0001
-14.486 5.194 c22_88_c22_0163_0001
-14.481 5.255 c22_66_c22_0849_0001
-14.475 6.184 c22_33_c22_0005_0001
-14.474 2.336 c22_88_c22_0730_0001
-14.469 4.416 c22_55_c22_0626_0001
-14.466 2.769 c22_22_c22_0909_0001
-14.461 3.204 c22_66_c22_0825_0001
-14.460 1.661 c22_88_c22_0437_0001
-14.459 5.518 c22_33_c22_0706_0001
-14.455 1.711 c22_77_c22_0157_0001
-14.455 5.345 c22_66_c22_0494_0001
-14.449 6.103 c22_66_c22_1167_0001
-14.445 4.930 c22_77_c22_0251_0001
-14.443 5.378 c22_33_c22_0630_0001
-14.442 6.327 c22_66_c22_0353_0001
-14.441 6.950 c22_88_c22_1169_0001
-14.440 2.336 c22_88_c22_0003_0001
-14.439 2.981 c22_66_c22_0014_0001
-14.428 4.480 c22_55_c22_0890_0001
-14.427 5.240 c22_11_c22_0778_0001
-14.419 1.828 c22_66_c22_1081_0001
-14.419 1.871 c22_66_c22_0579_0001
-14.419 6.284 c22_66_c22_0406_0001
-14.407 2.274 c22_88_c22_0192_0001
-14.407 6.561 c22_44_c22_0764_0001
-14.404 6.192 c22_33_c22_0169_0001
-14.401 3.116 c22_66_c22_0470_0001
-14.401 5.259 c22_77_c22_1204_0001
-14.399 4.532 c22_33_c22_0257_0001
-14.398 5.515 c22_11_c22_0331_0001
-14.395 4.549 c22_55_c22_0178_0001
-14.394 6.899 c22_88_c22_0362_0001
-14.390 5.536 c22_77_c22_0335_0001
-14.388 6.311 c22_44_c22_0259_0001
-14.382 6.678 c22_33_c22_0485_0001
-14.378 6.171 c22_11_c22_0485_0001
-14.369 6.134 c22_11_c22_1156_0001
-14.368 5.277 c22_33_c22_0240_0001
-14.367 1.995 c22_22_c22_0557_0001
-14.367 1.996 c22_66_c22_0121_0001
-14.366 4.535 c22_55_c22_0748_0001
-14.361 4.791 c22_11_c22_1192_0001
-14.359 3.878 c22_44_c22_0405_0001
-14.354 2.366 c22_11_c22_0062_0001
-14.348 5.213 c22_22_c22_1032_0001
-14.346 6.553 c22_44_c22_0376_0001
-14.342 4.669 c22_66_c22_0278_0001
-14.338 5.249 c22_33_c22_1164_0001
-14.337 5.144 c22_66_c22_0237_0001
-14.333 6.340 c22_44_c22_0016_0001
-14.331 5.218 c22_44_c22_0082_0001
-14.327 5.241 c22_33_c22_0205_0001
-14.325 5.843 c22_11_c22_1164_0001
-14.319 6.172 c22_22_c22_1143_0001
-14.315 4.981 c22_33_c22_0014_0001
-14.314 2.608 c22_66_c22_1242_0001
-14.312 6.023 c22_11_c22_0743_0001
-14.304 2.537 c22_55_c22_0868_0001
-14.302 5.760 c22_44_c22_1238_0001
-14.301 2.353 c22_66_c22_0229_0001
-14.299 6.660 c22_33_c22_0209_0001
-14.296 5.095 c22_44_c22_1098_0001
-14.295 4.740 c22_66_c22_0352_0001
-14.295 5.291 c22_66_c22_0130_0001
-14.293 2.623 c22_44_c22_0365_0001
-14.293 5.744 c22_44_c22_0578_0001
-14.284 2.374 c22_11_c22_0887_0001
-14.284 2.735 c22_22_c22_0018_0001
-14.282 6.523 c22_88_c22_0842_0001
-14.281 6.156 c22_55_c22_0772_0001
-14.279 2.494 c22_88_c22_0081_0001
-14.274 5.106 c22_66_c22_0432_0001
-14.273 6.474 c22_44_c22_1192_0001
-14.272 6.108 c22_11_c22_0964_0001
-14.270 4.258 c22_77_c22_1103_0001
-14.267 2.563 c22_88_c22_0556_0001
-14.260 3.074 c22_22_c22_0768_0001
-14.249 2.853 c22_22_c22_0295_0001
-14.249 3.045 c22_22_c22_0987_0001
-14.249 6.797 c22_88_c22_0738_0001
-14.247 1.571 c22_33_c22_1174_0001
-14.246 4.651 c22_44_c22_0058_0001
-14.229 2.982 c22_11_c22_0127_0001
-14.227 2.730 c22_11_c22_0974_0001
-14.225 6.075 c22_11_c22_0431_0001
-14.219 1.382 c22_77_c22_0038_0001
-14.219 4.544 c22_55_c22_0145_0001
-14.212 2.633 c22_22_c22_0428_0001
-14.212 3.885 c22_44_c22_1243_0001
-14.212 5.126 c22_77_c22_0659_0001
-14.211 3.071 c22_11_c22_0096_0001
-14.210 4.532 c22_44_c22_0071_0001
-14.209 4.492 c22_44_c22_0002_0001
-14.209 6.370 c22_88_c22_0448_0001
-14.206 1.762 c22_66_c22_0507_0001
-14.205 5.057 c22_55_c22_0820_0001
-14.200 5.866 c22_33_c22_0067_0001
-14.196 5.233 c22_22_c22_0966_0001
-14.193 4.677 c22_44_c22_0866_0001
-14.191 5.137 c22_44_c22_0062_0001
-14.190 5.247 c22_44_c22_0203_0001
-14.180 5.434 c22_77_c22_0267_0001
-14.173 6.053 c22_11_c22_0437_0001
-14.170 5.482 c22_11_c22_0946_0001
-14.169 1.659 c22_44_c22_0530_0001
-14.169 4.573 c22_55_c22_0464_0001
-14.162 5.262 c22_44_c22_1158_0001
-14.157 4.405 c22_22_c22_0862_0001
-14.156 2.725 c22_88_c22_0352_0001
-14.156 3.491 c22_22_c22_0038_0001
-14.148 5.185 c22_88_c22_0943_0001
-14.146 5.536 c22_22_c22_0491_0001
-14.142 2.778 c22_11_c22_1138_0001
-14.142 3.183 c22_77_c22_0488_0001
-14.136 5.444 c22_55_c22_0436_0001
-14.129 1.950 c22_11_c22_0438_0001
-14.122 4.678 c22_44_c22_0375_0001
-14.121 6.758 c22_22_c22_0178_0001
-14.116 5.488 c22_44_c22_0477_0001
-14.116 6.600 c22_77_c22_0331_0001
-14.115 2.645 c22_88_c22_0642_0001
-14.115 4.592 c22_33_c22_0862_0001
-14.109 1.647 c22_11_c22_0840_0001
-14.108 5.272 c22_33_c22_0835_0001
-14.105 2.301 c22_88_c22_0930_0001
-14.098 6.449 c22_88_c22_0934_0001
-14.093 3.051 c22_11_c22_1140_0001
-14.093 6.541 c22_33_c22_0361_0001
-14.091 6.180 c22_44_c22_0710_0001
-14.090 5.552 c22_44_c22_0450_0001
-14.088 4.635 c22_44_c22_0056_0001
-14.088 5.373 c22_55_c22_1068_0001
-14.087 4.848 c22_88_c22_0268_0001
-14.085 1.606 c22_11_c22_1091_0001
-14.083 5.072 c22_22_c22_0842_0001
-14.082 5.113 c22_44_c22_0429_0001
-14.081 2.461 c22_66_c22_0761_0001
-14.079 6.568 c22_33_c22_1247_0001
-14.078 4.528 c22_44_c22_0500_0001
-14.078 5.370 c22_44_c22_0690_0001
-14.077 2.084 c22_55_c22_0578_0001
-14.077 5.547 c22_44_c22_1179_0001
-14.073 3.907 c22_44_c22_0968_0001
-14.061 5.350 c22_44_c22_0879_0001
-14.056 5.144 c22_77_c22_0737_0001
-14.053 2.642 c22_77_c22_0091_0001
-14.046 5.250 c22_44_c22_0579_0001
-14.044 4.841 c22_88_c22_0366_0001
-14.042 5.139 c22_22_c22_0173_0001
-14.035 5.621 c22_44_c22_0354_0001
-14.034 4.526 c22_44_c22_0074_0001
-14.032 5.142 c22_77_c22_0192_0001
-14.031 6.783 c22_88_c22_0653_0001
-14.028 5.494 c22_44_c22_1108_0001
-14.023 6.204 c22_11_c22_1088_0001
-14.022 5.217 c22_88_c22_0218_0001
-14.014 6.287 c22_44_c22_0643_0001
-14.013 2.088 c22_33_c22_1114_0001
-14.012 2.559 c22_88_c22_0926_0001
-14.006 6.025 c22_44_c22_0291_0001
-14.005 2.882 c22_88_c22_1008_0001
-14.002 2.713 c22_11_c22_0295_0001
-14.001 5.975 c22_33_c22_0965_0001
-13.995 4.637 c22_44_c22_1042_0001
-13.993 2.291 c22_33_c22_0090_0001
-13.990 6.599 c22_44_c22_0381_0001
-13.980 2.632 c22_22_c22_0970_0001
-13.979 5.941 c22_33_c22_0180_0001
-13.974 5.269 c22_66_c22_0708_0001
-13.972 2.948 c22_66_c22_0817_0001
-13.967 4.399 c22_11_c22_0920_0001
-13.966 1.963 c22_55_c22_0004_0001
-13.962 2.101 c22_33_c22_0542_0001
-13.952 3.060 c22_22_c22_0600_0001
-13.951 5.490 c22_44_c22_1065_0001
-13.950 5.675 c22_66_c22_0642_0001
-13.946 2.232 c22_66_c22_0571_0001
-13.941 4.552 c22_44_c22_1117_0001
-13.935 5.053 c22_55_c22_0526_0001
-13.929 4.581 c22_22_c22_0488_0001
-13.924 2.429 c22_88_c22_1233_0001
-13.923 2.189 c22_77_c22_1166_0001
-13.922 5.577 c22_55_c22_1082_0001
-13.920 3.487 c22_77_c22_1147_0001
-13.918 2.944 c22_66_c22_1152_0001
-13.917 5.187 c22_77_c22_0553_0001
-13.914 5.175 c22_22_c22_0069_0001
-13.911 5.372 c22_77_c22_0380_0001
-13.910 2.643 c22_88_c22_1216_0001
-13.909 6.213 c22_22_c22_1188_0001
-13.907 5.750 c22_44_c22_0224_0001
-13.905 2.091 c22_44_c22_0505_0001
-13.904 4.746 c22_11_c22_0508_0001
-13.903 6.532 c22_22_c22_0060_0001
-13.894 1.562 c22_66_c22_0021_0001
-13.894 6.341 c22_33_c22_0888_0001
-13.892 4.541 c22_44_c22_0637_0001
-13.887 2.039 c22_66_c22_0614_0001
-13.886 2.340 c22_22_c22_1117_0001
-13.886 5.368 c22_22_c22_0155_0001
-13.881 2.169 c22_33_c22_0047_0001
-13.880 6.758 c22_11_c22_0044_0001
-13.875 2.072 c22_66_c22_1054_0001
-13.875 2.619 c22_55_c22_0508_0001
-13.872 2.679 c22_22_c22_0975_0001
-13.871 4.241 c22_44_c22_0031_0001
-13.869 4.628 c22_55_c22_0123_0001
-13.865 4.595 c22_33_c22_1188_0001
-13.863 3.901 c22_33_c22_1100_0001
-13.862 5.063 c22_55_c22_0279_0001
-13.861 5.361 c22_44_c22_0078_0001
-13.860 1.543 c22_33_c22_1010_0001
-13.859 2.648 c22_66_c22_0359_0001
-13.857 5.460 c22_77_c22_1162_0001
-13.854 2.056 c22_66_c22_0696_0001
-13.853 4.528 c22_44_c22_0898_0001
-13.849 2.742 c22_11_c22_0712_0001
-13.849 4.067 c22_88_c22_1097_0001
-13.846 1.437 c22_77_c22_1130_0001
-13.841 4.531 c22_44_c22_0028_0001
-13.840 5.822 c22_44_c22_1043_0001
-13.837 5.218 c22_33_c22_0412_0001
-13.836 2.434 c22_11_c22_0131_0001
-13.833 5.383 c22_66_c22_1113_0001
-13.830 1.665 c22_88_c22_1111_0001
-13.824 3.212 c22_22_c22_1208_0001
-13.822 2.938 c22_77_c22_1017_0001
-13.821 2.869 c22_11_c22_0762_0001
-13.820 1.730 c22_66_c22_0321_0001
-13.818 5.191 c22_22_c22_0554_0001
-13.816 2.363 c22_33_c22_1161_0001
-13.811 5.821 c22_11_c22_0038_0001
-13.810 1.797 c22_11_c22_0434_0001
-13.810 4.608 c22_33_c22_0746_0001
-13.804 5.450 c22_33_c22_0144_0001
-13.804 6.052 c22_66_c22_0114_0001
-13.796 5.675 c22_77_c22_0367_0001
-13.795 6.608 c22_77_c22_0354_0001
-13.794 2.100 c22_44_c22_0436_0001
-13.793 2.045 c22_77_c22_0961_0001
-13.789 4.484 c22_66_c22_0071_0001
-13.787 4.774 c22_11_c22_1090_0001
-13.786 2.803 c22_88_c22_0878_0001
-13.784 1.983 c22_55_c22_0933_0001
-13.782 5.028 c22_77_c22_0812_0001
-13.781 5.150 c22_77_c22_0132_0001
-13.779 6.846 c22_11_c22_0809_0001
-13.779 7.077 c22_44_c22_0449_0001
-13.776 5.524 c22_55_c22_1069_0001
-13.774 5.530 c22_66_c22_0676_0001
-13.770 6.131 c22_22_c22_0720_0001
-13.768 3.823 c22_22_c22_0701_0001
-13.768 5.414 c22_77_c22_0104_0001
-13.761 2.374 c22_66_c22_0698_0001
-13.757 4.961 c22_33_c22_0183_0001
-13.757 5.812 c22_11_c22_0970_0001
-13.755 5.667 c22_44_c22_0756_0001
-13.754 5.486 c22_33_c22_0989_0001
-13.751 2.424 c22_55_c22_0060_0001
-13.749 3.527 c22_22_c22_0538_0001
-13.746 5.053 c22_55_c22_0312_0001
-13.745 6.347 c22_44_c22_0302_0001
-13.742 2.557 c22_88_c22_0147_0001
-13.742 6.139 c22_88_c22_1042_0001
-13.741 4.807 c22_66_c22_0784_0001
-13.740 5.928 c22_44_c22_0130_0001
-13.740 6.156 c22_11_c22_0931_0001
-13.739 2.924 c22_22_c22_0625_0001
-13.739 6.201 c22_55_c22_1105_0001
-13.734 2.982 c22_22_c22_0476_0001
-13.734 5.342 c22_55_c22_0893_0001
-13.733 2.093 c22_44_c22_0923_0001
-13.731 2.329 c22_55_c22_1162_0001
-13.730 6.147 c22_88_c22_0182_0001
-13.717 5.439 c22_22_c22_1180_0001
-13.714 2.467 c22_55_c22_0656_0001
-13.710 6.619 c22_22_c22_1096_0001
-13.706 5.116 c22_33_c22_0664_0001
-13.698 4.969 c22_11_c22_0244_0001
-13.698 6.572 c22_44_c22_0193_0001
-13.696 6.437 c22_11_c22_0206_0001
-13.694 2.906 c22_22_c22_0780_0001
-13.691 4.666 c22_11_c22_0162_0001
-13.690 5.388 c22_66_c22_1023_0001
-13.686 4.650 c22_55_c22_0797_0001
-13.684 5.645 c22_22_c22_0300_0001
-13.682 1.825 c22_88_c22_0079_0001
-13.680 4.497 c22_33_c22_0750_0001
-13.678 7.016 c22_11_c22_1121_0001
-13.677 5.286 c22_33_c22_0895_0001
-13.676 6.046 c22_11_c22_0466_0001
-13.675 2.616 c22_22_c22_0430_0001
-13.675 6.711 c22_44_c22_0999_0001
-13.673 2.311 c22_88_c22_1145_0001
-13.672 5.232 c22_66_c22_0072_0001
-13.668 6.116 c22_66_c22_0027_0001
-13.666 2.543 c22_22_c22_0574_0001
-13.665 2.390 c22_88_c22_0140_0001
-13.664 2.038 c22_11_c22_0141_0001
-13.662 5.136 c22_33_c22_1075_0001
-13.659 2.231 c22_22_c22_0955_0001
-13.655 1.816 c22_77_c22_0245_0001
-13.648 2.643 c22_88_c22_0313_0001
-13.643 6.054 c22_55_c22_0988_0001
-13.641 1.762 c22_44_c22_0657_0001
-13.641 2.593 c22_88_c22_0866_0001
-13.637 6.633 c22_55_c22_1165_0001
-13.635 4.525 c22_44_c22_0863_0001
-13.629 6.509 c22_11_c22_0948_0001
-13.624 4.821 c22_66_c22_0513_0001
-13.620 5.977 c22_11_c22_0091_0001
-13.617 2.098 c22_55_c22_0049_0001
-13.616 4.291 c22_11_c22_0190_0001
-13.614 5.219 c22_66_c22_0812_0001
-13.608 6.163 c22_55_c22_0262_0001
-13.606 3.006 c22_11_c22_0250_0001
-13.606 5.287 c22_55_c22_0447_0001
-13.605 4.426 c22_33_c22_0747_0001
-13.601 4.685 c22_22_c22_1065_0001
-13.589 6.804 c22_22_c22_0850_0001
-13.588 5.656 c22_33_c22_0610_0001
-13.585 6.524 c22_33_c22_0443_0001
-13.583 5.553 c22_77_c22_0195_0001
-13.581 5.601 c22_44_c22_0707_0001
-13.578 5.358 c22_77_c22_0336_0001
-13.574 2.841 c22_88_c22_0640_0001
-13.573 5.271 c22_33_c22_0956_0001
-13.570 6.817 c22_33_c22_0527_0001
-13.569 5.624 c22_33_c22_0999_0001
-13.558 5.518 c22_33_c22_0483_0001
-13.556 2.724 c22_33_c22_0837_0001
-13.554 5.759 c22_44_c22_0865_0001
-13.553 5.135 c22_77_c22_0346_0001
-13.553 6.282 c22_66_c22_1048_0001
-13.552 3.383 c22_55_c22_0655_0001
-13.551 6.804 c22_22_c22_0081_0001
-13.550 5.261 c22_33_c22_1207_0001
-13.550 6.045 c22_44_c22_1140_0001
-13.546 5.306 c22_33_c22_1167_0001
-13.543 6.017 c22_22_c22_1005_0001
-13.536 4.712 c22_11_c22_1002_0001
-13.533 2.693 c22_66_c22_0423_0001
-13.530 1.663 c22_77_c22_0739_0001
-13.528 3.055 c22_11_c22_1145_0001
-13.528 4.662 c22_11_c22_0941_0001
-13.525 7.025 c22_55_c22_0869_0001
-13.524 6.363 c22_33_c22_0733_0001
-13.520 2.046 c22_88_c22_0999_0001
-13.519 4.653 c22_11_c22_0346_0001
-13.517 4.794 c22_33_c22_0186_0001
-13.516 4.961 c22_33_c22_0445_0001
-13.515 5.909 c22_33_c22_0935_0001
-13.513 2.089 c22_44_c22_1164_0001
-13.512 6.419 c22_33_c22_1217_0001
-13.510 4.535 c22_44_c22_1246_0001
-13.507 2.844 c22_11_c22_0248_0001
-13.507 5.541 c22_55_c22_0034_0001
-13.506 1.396 c22_77_c22_1061_0001
-13.506 1.995 c22_88_c22_0363_0001
-13.505 5.182 c22_77_c22_0425_0001
-13.500 4.685 c22_11_c22_0376_0001
-13.499 6.596 c22_88_c22_0042_0001
-13.498 5.495 c22_55_c22_0859_0001
-13.496 5.604 c22_22_c22_0445_0001
-13.495 7.774 c22_55_c22_0900_0001
-13.494 5.464 c22_77_c22_0426_0001
-13.493 2.911 c22_22_c22_1153_0001
-13.492 4.562 c22_66_c22_0248_0001
-13.492 5.436 c22_33_c22_0184_0001
-13.490 1.762 c22_44_c22_0300_0001
-13.488 6.167 c22_44_c22_0724_0001
-13.487 1.864 c22_22_c22_1209_0001
-13.486 2.649 c22_11_c22_0685_0001
-13.483 1.789 c22_77_c22_0782_0001
-13.483 6.626 c22_22_c22_0525_0001
-13.481 5.027 c22_22_c22_0588_0001
-13.478 5.060 c22_77_c22_0185_0001
-13.476 2.139 c22_88_c22_0935_0001
-13.473 4.098 c22_11_c22_0340_0001
-13.472 6.353 c22_44_c22_0495_0001
-13.469 1.844 c22_11_c22_0603_0001
-13.466 3.252 c22_22_c22_0014_0001
-13.466 5.087 c22_66_c22_0963_0001
-13.464 4.914 c22_22_c22_0443_0001
-13.463 2.356 c22_22_c22_0260_0001
-13.463 6.499 c22_55_c22_0861_0001
-13.463 6.810 c22_55_c22_0175_0001
-13.461 2.732 c22_22_c22_1086_0001
-13.452 2.937 c22_11_c22_0310_0001
-13.452 4.561 c22_44_c22_1161_0001
-13.452 6.200 c22_11_c22_0332_0001
-13.451 6.344 c22_11_c22_1177_0001
-13.449 4.850 c22_22_c22_0347_0001
-13.449 4.997 c22_44_c22_0322_0001
-13.448 2.611 c22_11_c22_0813_0001
-13.442 3.707 c22_11_c22_0048_0001
-13.441 5.703 c22_66_c22_0523_0001
-13.440 6.409 c22_33_c22_0550_0001
-13.438 3.909 c22_33_c22_1219_0001
-13.437 5.414 c22_66_c22_0211_0001
-13.436 6.314 c22_22_c22_1056_0001
-13.435 2.617 c22_22_c22_0340_0001
-13.435 6.390 c22_44_c22_0059_0001
-13.433 4.724 c22_11_c22_0015_0001
-13.432 3.002 c22_11_c22_0880_0001
-13.432 4.700 c22_11_c22_1097_0001
-13.425 5.484 c22_33_c22_0863_0001
-13.425 5.727 c22_11_c22_0112_0001
-13.415 6.159 c22_33_c22_0869_0001
-13.413 1.543 c22_88_c22_0706_0001
-13.411 1.237 c22_66_c22_0848_0001
-13.411 3.008 c22_11_c22_0450_0001
-13.411 5.417 c22_33_c22_1050_0001
-13.405 5.043 c22_11_c22_0731_0001
