  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-11.727 4.705 c13_33_c13_0782_0001
-11.727 8.252 c13_11_c13_0354_0001
-11.725 4.903 c13_11_c13_1089_0001
-11.725 7.095 c13_55_c13_0171_0001
-11.724 2.947 c13_66_c13_0652_0001
-11.723 1.420 c13_22_c13_0023_0001
-11.723 4.308 c13_11_c13_1205_0001
-11.721 3.807 c13_55_c13_0108_0001
-11.720 4.154 c13_11_c13_0696_0001
-11.719 5.322 c13_77_c13_1210_0001
-11.718 4.483 c13_77_c13_0042_0001
-11.718 4.597 c13_55_c13_0602_0001
-11.717 2.738 c13_88_c13_0036_0001
-11.715 3.830 c13_22_c13_0671_0001
-11.715 6.751 c13_11_c13_0749_0001
-11.712 2.486 c13_33_c13_1239_0001
-11.712 4.322 c13_88_c13_1106_0001
-11.712 8.268 c13_22_c13_0567_0001
-11.710 3.634 c13_33_c13_0296_0001
-11.710 6.325 c13_33_c13_0356_0001
-11.706 6.414 c13_33_c13_0527_0001
-11.705 3.131 c13_55_c13_0356_0001
-11.705 5.224 c13_11_c13_0765_0001
-11.703 5.834 c13_55_c13_0012_0001
-11.699 3.716 c13_77_c13_0463_0001
-11.699 9.006 c13_55_c13_0581_0001
-11.698 3.373 c13_44_c13_0185_0001
-11.698 3.700 c13_33_c13_0272_0001
-11.698 5.005 c13_66_c13_1118_0001
-11.697 4.170 c13_55_c13_0192_0001
-11.697 4.566 c13_11_c13_0796_0001
-11.695 7.242 c13_33_c13_0586_0001
-11.694 4.224 c13_66_c13_0129_0001
-11.694 4.845 c13_77_c13_1026_0001
-11.693 4.369 c13_11_c13_0831_0001
-11.691 2.623 c13_44_c13_1142_0001
-11.690 3.606 c13_55_c13_0658_0001
-11.690 6.053 c13_44_c13_0629_0001
-11.690 6.719 c13_33_c13_0948_0001
-11.688 9.016 c13_11_c13_0644_0001
-11.685 4.213 c13_66_c13_0733_0001
-11.684 6.170 c13_55_c13_0503_0001
-11.684 8.593 c13_77_c13_0722_0001
-11.683 4.581 c13_88_c13_1100_0001
-11.681 4.685 c13_77_c13_1065_0001
-11.681 6.861 c13_33_c13_0712_0001
-11.679 3.506 c13_33_c13_0047_0001
-11.679 5.641 c13_88_c13_0140_0001
-11.679 9.872 c13_22_c13_0957_0001
-11.678 7.735 c13_66_c13_0234_0001
-11.676 4.943 c13_77_c13_0718_0001
-11.675 3.445 c13_33_c13_0621_0001
-11.674 2.801 c13_55_c13_0044_0001
-11.674 5.640 c13_44_c13_0670_0001
-11.674 8.015 c13_44_c13_0313_0001
-11.673 6.810 c13_33_c13_1031_0001
-11.672 4.713 c13_44_c13_1172_0001
-11.671 6.393 c13_33_c13_0012_0001
-11.670 3.760 c13_77_c13_0028_0001
-11.669 3.160 c13_44_c13_1241_0001
-11.669 4.322 c13_66_c13_0955_0001
-11.669 5.586 c13_66_c13_0156_0001
-11.667 3.886 c13_55_c13_0337_0001
-11.667 4.065 c13_66_c13_0379_0001
-11.667 7.477 c13_77_c13_0982_0001
-11.665 4.156 c13_55_c13_0960_0001
-11.662 3.277 c13_44_c13_0702_0001
-11.662 4.773 c13_55_c13_0358_0001
-11.662 8.482 c13_44_c13_1103_0001
-11.661 4.343 c13_66_c13_0309_0001
-11.660 3.911 c13_11_c13_0330_0001
-11.658 3.457 c13_33_c13_0144_0001
-11.658 3.702 c13_55_c13_1168_0001
-11.658 8.482 c13_11_c13_0958_0001
-11.655 3.103 c13_66_c13_0059_0001
-11.655 3.823 c13_77_c13_0196_0001
-11.655 4.250 c13_44_c13_0262_0001
-11.655 4.943 c13_44_c13_0598_0001
-11.655 5.741 c13_33_c13_1058_0001
-11.654 4.388 c13_88_c13_0529_0001
-11.654 6.784 c13_22_c13_0796_0001
-11.651 4.155 c13_66_c13_0814_0001
-11.651 6.718 c13_11_c13_0793_0001
-11.650 3.663 c13_11_c13_0964_0001
-11.647 4.237 c13_66_c13_0232_0001
-11.647 9.183 c13_55_c13_0068_0001
-11.646 4.105 c13_66_c13_0681_0001
-11.645 3.567 c13_66_c13_1191_0001
-11.645 8.308 c13_88_c13_0269_0001
-11.643 3.927 c13_11_c13_0223_0001
-11.643 4.387 c13_66_c13_0402_0001
-11.643 5.229 c13_66_c13_0916_0001
-11.643 6.244 c13_44_c13_0522_0001
-11.643 6.318 c13_44_c13_1155_0001
-11.643 8.561 c13_44_c13_0669_0001
-11.642 10.335 c13_44_c13_1014_0001
-11.641 6.621 c13_55_c13_0057_0001
-11.639 3.531 c13_33_c13_0796_0001
-11.639 6.175 c13_44_c13_0341_0001
-11.638 6.338 c13_22_c13_0153_0001
-11.637 6.085 c13_44_c13_0648_0001
-11.636 3.423 c13_55_c13_0244_0001
-11.635 3.305 c13_44_c13_0366_0001
-11.633 5.565 c13_44_c13_0393_0001
-11.629 7.052 c13_44_c13_0086_0001
-11.628 3.393 c13_22_c13_0491_0001
-11.628 6.423 c13_77_c13_0124_0001
-11.627 4.481 c13_66_c13_0544_0001
-11.626 6.380 c13_33_c13_1248_0001
-11.625 5.380 c13_88_c13_0389_0001
-11.624 6.349 c13_22_c13_0290_0001
-11.624 9.395 c13_66_c13_1083_0001
-11.623 2.748 c13_55_c13_1176_0001
-11.621 0.717 c13_22_c13_0338_0001
-11.620 3.764 c13_66_c13_0819_0001
-11.620 3.865 c13_22_c13_0982_0001
-11.619 10.322 c13_44_c13_0601_0001
-11.618 9.491 c13_44_c13_0835_0001
-11.617 5.343 c13_55_c13_0906_0001
-11.614 10.038 c13_11_c13_0636_0001
-11.614 5.405 c13_66_c13_0921_0001
-11.613 3.518 c13_66_c13_1206_0001
-11.613 6.392 c13_22_c13_0438_0001
-11.611 10.021 c13_66_c13_0113_0001
-11.611 7.597 c13_44_c13_0968_0001
-11.611 9.363 c13_88_c13_1248_0001
-11.608 7.963 c13_33_c13_0834_0001
-11.605 3.872 c13_55_c13_0451_0001
-11.605 5.521 c13_66_c13_0165_0001
-11.604 4.476 c13_77_c13_0538_0001
-11.603 3.797 c13_22_c13_0899_0001
-11.603 4.433 c13_88_c13_0784_0001
-11.602 4.931 c13_88_c13_0919_0001
-11.601 6.442 c13_22_c13_0144_0001
-11.600 3.037 c13_77_c13_0853_0001
-11.599 3.052 c13_88_c13_0693_0001
-11.599 5.065 c13_33_c13_1194_0001
-11.598 5.664 c13_44_c13_1068_0001
-11.597 2.504 c13_66_c13_0143_0001
-11.597 4.114 c13_66_c13_0324_0001
-11.596 4.211 c13_66_c13_0396_0001
-11.596 8.172 c13_22_c13_0064_0001
-11.595 8.487 c13_66_c13_0843_0001
-11.594 4.009 c13_22_c13_1136_0001
-11.594 8.730 c13_66_c13_0854_0001
-11.593 3.916 c13_11_c13_0632_0001
-11.592 4.241 c13_55_c13_0807_0001
-11.591 3.563 c13_22_c13_0364_0001
-11.590 3.374 c13_33_c13_0167_0001
-11.584 4.820 c13_77_c13_0729_0001
-11.583 10.242 c13_77_c13_0393_0001
-11.582 1.334 c13_55_c13_0725_0001
-11.581 5.376 c13_88_c13_0644_0001
-11.581 6.304 c13_33_c13_0138_0001
-11.581 6.397 c13_33_c13_0381_0001
-11.579 3.335 c13_44_c13_0265_0001
-11.579 4.415 c13_55_c13_0518_0001
-11.576 3.388 c13_44_c13_0326_0001
-11.576 4.016 c13_55_c13_0125_0001
-11.576 8.976 c13_55_c13_1223_0001
-11.575 9.161 c13_11_c13_0963_0001
-11.574 3.303 c13_33_c13_0037_0001
-11.574 7.679 c13_88_c13_0867_0001
-11.570 3.795 c13_33_c13_0242_0001
-11.570 4.407 c13_66_c13_0767_0001
-11.570 5.098 c13_77_c13_0879_0001
-11.569 3.785 c13_11_c13_0291_0001
-11.568 6.013 c13_44_c13_0839_0001
-11.567 9.748 c13_55_c13_1095_0001
-11.566 3.202 c13_44_c13_1069_0001
-11.566 4.916 c13_66_c13_0759_0001
-11.566 6.483 c13_44_c13_0613_0001
-11.565 3.392 c13_55_c13_0896_0001
-11.565 4.316 c13_66_c13_0176_0001
-11.564 0.673 c13_22_c13_0033_0001
-11.564 5.826 c13_44_c13_0543_0001
-11.564 8.894 c13_55_c13_0396_0001
-11.563 9.343 c13_44_c13_0683_0001
-11.562 4.278 c13_44_c13_0374_0001
-11.559 0.885 c13_11_c13_0396_0001
-11.559 5.959 c13_44_c13_0618_0001
-11.558 3.195 c13_11_c13_1011_0001
-11.558 5.350 c13_66_c13_0360_0001
-11.558 8.481 c13_22_c13_0828_0001
-11.557 1.962 c13_44_c13_0965_0001
-11.557 8.853 c13_55_c13_1041_0001
-11.556 7.975 c13_11_c13_0903_0001
-11.554 6.100 c13_44_c13_0685_0001
-11.552 3.373 c13_11_c13_0992_0001
-11.550 5.954 c13_44_c13_1177_0001
-11.549 4.719 c13_77_c13_0994_0001
-11.548 2.759 c13_44_c13_0606_0001
-11.548 8.712 c13_44_c13_1064_0001
-11.547 2.810 c13_11_c13_0775_0001
-11.546 3.369 c13_66_c13_0776_0001
-11.546 3.800 c13_11_c13_0895_0001
-11.545 5.531 c13_44_c13_0996_0001
-11.545 5.948 c13_44_c13_1088_0001
-11.543 4.452 c13_55_c13_0889_0001
-11.541 4.954 c13_44_c13_0836_0001
-11.541 6.598 c13_55_c13_0353_0001
-11.541 7.788 c13_77_c13_0073_0001
-11.541 9.440 c13_55_c13_0521_0001
-11.540 2.839 c13_88_c13_0385_0001
-11.540 3.533 c13_55_c13_0996_0001
-11.540 5.828 c13_55_c13_1074_0001
-11.538 3.532 c13_11_c13_1225_0001
-11.537 6.106 c13_11_c13_0935_0001
-11.536 4.066 c13_22_c13_0812_0001
-11.536 6.418 c13_44_c13_1151_0001
-11.535 4.894 c13_77_c13_0830_0001
-11.535 8.836 c13_55_c13_0233_0001
-11.534 3.647 c13_77_c13_0884_0001
-11.533 2.780 c13_44_c13_1128_0001
-11.533 5.582 c13_66_c13_0034_0001
-11.531 4.232 c13_66_c13_0090_0001
-11.531 4.583 c13_66_c13_0689_0001
-11.529 8.355 c13_44_c13_1234_0001
-11.528 3.820 c13_66_c13_0820_0001
-11.527 6.171 c13_33_c13_0893_0001
-11.527 6.274 c13_22_c13_0183_0001
-11.527 6.474 c13_22_c13_0343_0001
-11.527 9.027 c13_55_c13_0874_0001
-11.525 6.608 c13_33_c13_0190_0001
-11.525 8.923 c13_44_c13_0717_0001
-11.524 3.912 c13_11_c13_0478_0001
-11.522 6.000 c13_88_c13_0614_0001
-11.522 8.150 c13_11_c13_0522_0001
-11.521 2.761 c13_66_c13_0103_0001
-11.520 5.246 c13_55_c13_0106_0001
-11.520 6.524 c13_44_c13_0017_0001
-11.517 3.533 c13_44_c13_0104_0001
-11.516 4.806 c13_44_c13_0915_0001
-11.516 9.561 c13_33_c13_1021_0001
-11.515 1.028 c13_11_c13_0439_0001
-11.515 2.269 c13_66_c13_0011_0001
-11.515 3.634 c13_11_c13_1103_0001
-11.515 3.898 c13_88_c13_1016_0001
-11.515 7.952 c13_66_c13_0842_0001
-11.515 8.267 c13_44_c13_0988_0001
-11.514 3.870 c13_22_c13_1011_0001
-11.513 2.516 c13_55_c13_0445_0001
-11.513 6.723 c13_11_c13_0085_0001
-11.512 4.076 c13_22_c13_1183_0001
-11.511 3.710 c13_44_c13_0952_0001
-11.509 3.640 c13_33_c13_0118_0001
-11.508 8.636 c13_44_c13_1236_0001
-11.504 3.729 c13_11_c13_0180_0001
-11.504 4.596 c13_55_c13_0299_0001
-11.504 5.531 c13_44_c13_0504_0001
-11.504 6.673 c13_88_c13_0900_0001
-11.500 10.309 c13_22_c13_0273_0001
-11.500 3.473 c13_44_c13_0987_0001
-11.500 8.186 c13_22_c13_0384_0001
-11.499 6.358 c13_33_c13_0698_0001
-11.498 6.292 c13_22_c13_0425_0001
-11.497 6.200 c13_22_c13_0272_0001
-11.496 5.145 c13_44_c13_0861_0001
-11.496 5.313 c13_33_c13_1079_0001
-11.496 5.757 c13_77_c13_0068_0001
-11.496 7.580 c13_88_c13_0217_0001
-11.494 3.408 c13_33_c13_0414_0001
-11.494 6.083 c13_88_c13_0170_0001
-11.493 9.023 c13_22_c13_1020_0001
-11.491 1.012 c13_22_c13_0483_0001
-11.491 4.646 c13_77_c13_0709_0001
-11.491 6.502 c13_22_c13_0271_0001
-11.491 9.009 c13_55_c13_0678_0001
-11.488 3.409 c13_22_c13_0688_0001
-11.487 3.144 c13_77_c13_1091_0001
-11.487 6.294 c13_44_c13_0904_0001
-11.486 3.146 c13_33_c13_0119_0001
-11.486 5.140 c13_44_c13_1201_0001
-11.486 8.302 c13_22_c13_0361_0001
-11.484 3.684 c13_33_c13_0251_0001
-11.483 4.460 c13_88_c13_1200_0001
-11.483 4.533 c13_55_c13_0086_0001
-11.483 8.362 c13_55_c13_0346_0001
-11.482 4.255 c13_88_c13_0423_0001
-11.481 6.051 c13_44_c13_0897_0001
-11.479 6.133 c13_44_c13_0247_0001
-11.477 4.180 c13_88_c13_1245_0001
-11.477 5.097 c13_77_c13_0693_0001
-11.474 5.209 c13_33_c13_0731_0001
-11.474 5.641 c13_33_c13_0995_0001
-11.474 8.174 c13_22_c13_0598_0001
-11.472 3.404 c13_33_c13_0285_0001
-11.472 9.792 c13_44_c13_0303_0001
-11.471 3.216 c13_11_c13_0808_0001
-11.471 3.323 c13_44_c13_0517_0001
-11.471 3.931 c13_22_c13_0941_0001
-11.471 6.339 c13_22_c13_0450_0001
-11.470 3.885 c13_11_c13_0063_0001
-11.469 3.968 c13_22_c13_0890_0001
-11.466 4.626 c13_33_c13_1077_0001
-11.466 8.650 c13_88_c13_0049_0001
-11.466 8.870 c13_22_c13_1143_0001
-11.465 4.018 c13_22_c13_0807_0001
-11.464 3.943 c13_22_c13_1105_0001
-11.464 4.320 c13_66_c13_1137_0001
-11.464 6.352 c13_88_c13_0535_0001
-11.464 6.527 c13_66_c13_0543_0001
-11.463 3.027 c13_11_c13_1031_0001
-11.463 9.072 c13_66_c13_0226_0001
-11.462 4.346 c13_88_c13_0118_0001
-11.460 8.910 c13_33_c13_1178_0001
-11.459 5.355 c13_88_c13_0502_0001
-11.458 4.564 c13_55_c13_0342_0001
-11.457 3.730 c13_11_c13_0672_0001
-11.457 4.383 c13_66_c13_0222_0001
-11.456 4.836 c13_66_c13_0804_0001
-11.456 4.864 c13_55_c13_0366_0001
-11.456 6.853 c13_66_c13_0511_0001
-11.455 8.712 c13_44_c13_0679_0001
-11.452 9.539 c13_66_c13_0312_0001
-11.451 3.837 c13_22_c13_0947_0001
-11.450 2.943 c13_88_c13_0663_0001
-11.450 3.413 c13_33_c13_0274_0001
-11.449 3.397 c13_33_c13_0395_0001
-11.448 9.554 c13_55_c13_0218_0001
-11.447 3.872 c13_22_c13_0849_0001
-11.446 4.385 c13_66_c13_0904_0001
-11.445 4.179 c13_77_c13_0412_0001
-11.443 4.911 c13_22_c13_0943_0001
-11.443 5.761 c13_44_c13_0242_0001
-11.443 8.783 c13_77_c13_0273_0001
-11.440 2.775 c13_55_c13_0748_0001
-11.440 4.880 c13_55_c13_0436_0001
-11.438 2.748 c13_44_c13_0966_0001
-11.438 4.254 c13_66_c13_1112_0001
-11.437 3.925 c13_11_c13_0409_0001
-11.437 4.545 c13_11_c13_0888_0001
-11.437 5.436 c13_66_c13_1161_0001
-11.435 8.477 c13_44_c13_0961_0001
-11.431 5.913 c13_11_c13_1250_0001
-11.429 3.858 c13_22_c13_0680_0001
-11.428 5.854 c13_44_c13_0476_0001
-11.428 9.139 c13_44_c13_1038_0001
-11.428 9.679 c13_33_c13_1034_0001
-11.427 3.637 c13_33_c13_0257_0001
-11.427 6.030 c13_33_c13_0311_0001
-11.427 6.696 c13_44_c13_0399_0001
-11.426 4.688 c13_88_c13_1125_0001
-11.426 6.357 c13_44_c13_1199_0001
-11.426 6.384 c13_33_c13_0846_0001
-11.425 4.917 c13_77_c13_1117_0001
-11.424 2.461 c13_77_c13_0890_0001
-11.424 4.837 c13_88_c13_0145_0001
-11.424 6.658 c13_44_c13_0761_0001
-11.423 5.530 c13_55_c13_0934_0001
-11.422 6.053 c13_44_c13_0833_0001
-11.420 5.045 c13_77_c13_0679_0001
-11.419 3.520 c13_33_c13_1175_0001
-11.418 6.946 c13_66_c13_1050_0001
-11.416 3.845 c13_44_c13_0400_0001
-11.416 4.004 c13_22_c13_1117_0001
-11.416 4.629 c13_66_c13_0420_0001
-11.416 9.074 c13_55_c13_0394_0001
-11.415 3.872 c13_11_c13_0633_0001
-11.415 8.718 c13_66_c13_0477_0001
-11.414 8.690 c13_77_c13_0175_0001
-11.413 0.898 c13_11_c13_0064_0001
-11.413 9.024 c13_33_c13_0709_0001
-11.412 9.565 c13_44_c13_0808_0001
-11.410 8.692 c13_55_c13_1057_0001
-11.407 3.450 c13_33_c13_0152_0001
-11.406 4.053 c13_22_c13_0854_0001
-11.406 5.946 c13_55_c13_0520_0001
-11.405 4.154 c13_22_c13_0918_0001
-11.405 4.257 c13_77_c13_0253_0001
-11.405 4.906 c13_77_c13_0276_0001
-11.404 4.627 c13_77_c13_0798_0001
-11.404 5.340 c13_77_c13_0826_0001
-11.404 6.690 c13_33_c13_0695_0001
-11.402 5.650 c13_33_c13_0677_0001
-11.401 3.992 c13_22_c13_0772_0001
-11.401 4.628 c13_55_c13_1019_0001
-11.400 2.842 c13_44_c13_0875_0001
-11.400 3.513 c13_44_c13_0034_0001
-11.400 4.394 c13_77_c13_0141_0001
-11.400 5.725 c13_22_c13_0524_0001
-11.399 4.520 c13_55_c13_0053_0001
-11.399 9.678 c13_33_c13_1149_0001
-11.397 9.576 c13_77_c13_0347_0001
-11.393 5.607 c13_55_c13_0718_0001
-11.392 2.299 c13_22_c13_1207_0001
-11.392 3.671 c13_22_c13_0583_0001
-11.392 9.847 c13_66_c13_1151_0001
-11.389 1.745 c13_33_c13_1128_0001
-11.389 3.778 c13_66_c13_0687_0001
-11.389 4.986 c13_11_c13_1100_0001
-11.387 6.184 c13_44_c13_0620_0001
-11.387 6.194 c13_44_c13_1121_0001
-11.387 7.798 c13_77_c13_0588_0001
-11.386 5.827 c13_77_c13_0625_0001
-11.385 9.187 c13_22_c13_0790_0001
-11.384 4.417 c13_77_c13_1223_0001
-11.384 8.151 c13_77_c13_0630_0001
-11.382 9.493 c13_22_c13_0735_0001
-11.381 4.815 c13_55_c13_1163_0001
-11.380 8.193 c13_22_c13_0091_0001
-11.378 4.638 c13_55_c13_0869_0001
-11.378 6.795 c13_22_c13_0694_0001
-11.377 5.320 c13_66_c13_0836_0001
-11.376 0.882 c13_22_c13_0508_0001
-11.375 3.252 c13_44_c13_0630_0001
-11.375 3.693 c13_66_c13_0623_0001
-11.375 5.773 c13_88_c13_0839_0001
-11.375 6.365 c13_33_c13_0517_0001
-11.373 2.567 c13_44_c13_0772_0001
-11.373 3.674 c13_33_c13_0014_0001
-11.371 5.642 c13_44_c13_0980_0001
-11.371 6.819 c13_44_c13_0361_0001
-11.370 6.224 c13_33_c13_1039_0001
-11.368 4.443 c13_55_c13_0789_0001
-11.367 3.536 c13_33_c13_0495_0001
-11.367 4.112 c13_66_c13_0960_0001
-11.366 4.074 c13_22_c13_0136_0001
-11.366 5.028 c13_88_c13_0152_0001
-11.365 3.436 c13_33_c13_0323_0001
-11.364 6.593 c13_11_c13_0234_0001
-11.363 2.559 c13_44_c13_0903_0001
-11.363 2.892 c13_22_c13_1134_0001
-11.363 3.448 c13_44_c13_1171_0001
-11.362 7.931 c13_11_c13_1159_0001
-11.361 9.563 c13_66_c13_0785_0001
-11.360 6.293 c13_33_c13_0906_0001
-11.359 4.966 c13_88_c13_0923_0001
-11.357 1.745 c13_77_c13_1120_0001
-11.355 4.550 c13_66_c13_0229_0001
-11.355 5.838 c13_44_c13_0296_0001
-11.353 5.995 c13_44_c13_0462_0001
-11.353 6.345 c13_44_c13_0429_0001
-11.352 5.235 c13_77_c13_0732_0001
-11.351 2.665 c13_55_c13_0143_0001
-11.351 6.006 c13_44_c13_1004_0001
-11.350 9.475 c13_66_c13_0866_0001
-11.349 4.310 c13_55_c13_0075_0001
-11.348 3.068 c13_55_c13_0811_0001
-11.348 4.825 c13_55_c13_0798_0001
-11.348 6.904 c13_11_c13_0778_0001
-11.346 4.275 c13_77_c13_0624_0001
-11.345 0.760 c13_11_c13_0184_0001
-11.344 3.551 c13_33_c13_0157_0001
-11.344 4.768 c13_44_c13_1250_0001
-11.343 4.780 c13_77_c13_0912_0001
-11.343 8.685 c13_66_c13_0251_0001
-11.342 4.861 c13_77_c13_0569_0001
-11.342 6.778 c13_11_c13_0592_0001
-11.339 3.367 c13_33_c13_0035_0001
-11.338 5.117 c13_66_c13_0546_0001
-11.335 2.028 c13_11_c13_1214_0001
-11.334 3.504 c13_55_c13_0203_0001
-11.334 9.052 c13_66_c13_0123_0001
-11.333 4.491 c13_66_c13_0923_0001
-11.332 4.402 c13_88_c13_1146_0001
-11.332 4.689 c13_77_c13_0725_0001
-11.332 6.753 c13_44_c13_0272_0001
-11.331 9.622 c13_66_c13_0958_0001
-11.329 3.696 c13_88_c13_0834_0001
-11.329 5.947 c13_44_c13_0570_0001
-11.329 9.661 c13_44_c13_0249_0001
-11.328 4.896 c13_22_c13_0719_0001
-11.326 3.388 c13_44_c13_0729_0001
-11.326 4.915 c13_11_c13_0939_0001
-11.326 6.430 c13_33_c13_1088_0001
-11.324 3.518 c13_33_c13_0223_0001
-11.323 2.686 c13_33_c13_0933_0001
-11.323 4.050 c13_22_c13_1195_0001
-11.322 3.780 c13_22_c13_1126_0001
-11.320 4.566 c13_66_c13_1034_0001
-11.318 8.855 c13_66_c13_0793_0001
-11.316 4.610 c13_77_c13_0117_0001
-11.314 3.722 c13_11_c13_0737_0001
-11.314 3.797 c13_22_c13_0167_0001
-11.314 8.194 c13_22_c13_0489_0001
-11.314 9.364 c13_55_c13_1135_0001
-11.313 4.343 c13_66_c13_0258_0001
-11.311 4.519 c13_88_c13_0706_0001
-11.310 3.468 c13_33_c13_0177_0001
-11.309 5.040 c13_77_c13_1086_0001
-11.308 3.601 c13_33_c13_0372_0001
-11.308 4.171 c13_66_c13_1231_0001
-11.305 6.303 c13_44_c13_1045_0001
-11.305 6.413 c13_22_c13_0415_0001
-11.304 3.712 c13_33_c13_0056_0001
-11.304 4.884 c13_77_c13_0827_0001
-11.304 5.963 c13_88_c13_0141_0001
-11.304 6.437 c13_44_c13_0257_0001
-11.303 2.922 c13_66_c13_0741_0001
-11.303 4.289 c13_66_c13_1240_0001
-11.303 8.420 c13_88_c13_0874_0001
-11.302 3.770 c13_66_c13_0624_0001
-11.302 4.649 c13_55_c13_0825_0001
-11.302 5.156 c13_22_c13_0935_0001
-11.301 3.294 c13_77_c13_0031_0001
-11.301 3.647 c13_77_c13_0605_0001
-11.301 6.431 c13_33_c13_0129_0001
-11.298 4.989 c13_66_c13_0853_0001
-11.297 3.833 c13_77_c13_0676_0001
-11.296 5.777 c13_77_c13_1105_0001
-11.296 8.997 c13_66_c13_0314_0001
-11.295 4.845 c13_77_c13_1183_0001
-11.293 4.515 c13_77_c13_0540_0001
-11.292 3.276 c13_33_c13_0398_0001
-11.292 4.010 c13_55_c13_0551_0001
-11.290 6.694 c13_11_c13_0564_0001
-11.289 3.737 c13_55_c13_0140_0001
-11.289 4.862 c13_55_c13_0378_0001
-11.289 6.804 c13_44_c13_0372_0001
-11.288 3.427 c13_33_c13_0265_0001
-11.288 9.656 c13_33_c13_0818_0001
-11.287 5.853 c13_55_c13_0161_0001
-11.286 3.832 c13_55_c13_0984_0001
-11.286 4.672 c13_55_c13_1036_0001
-11.284 4.331 c13_55_c13_0721_0001
-11.282 2.563 c13_11_c13_0919_0001
-11.282 4.193 c13_11_c13_1079_0001
-11.281 3.293 c13_66_c13_0438_0001
-11.281 4.034 c13_22_c13_0666_0001
-11.280 3.752 c13_22_c13_0022_0001
-11.278 10.162 c13_77_c13_0179_0001
-11.278 3.063 c13_11_c13_0692_0001
-11.278 5.056 c13_77_c13_0636_0001
-11.278 6.371 c13_55_c13_1171_0001
-11.278 8.646 c13_66_c13_1150_0001
-11.278 9.344 c13_44_c13_1143_0001
-11.277 2.633 c13_44_c13_1220_0001
-11.277 3.865 c13_33_c13_0505_0001
-11.277 4.732 c13_66_c13_0906_0001
-11.277 9.222 c13_11_c13_0728_0001
-11.276 4.823 c13_55_c13_0532_0001
-11.274 8.824 c13_11_c13_1187_0001
-11.273 1.850 c13_55_c13_0461_0001
-11.273 3.894 c13_77_c13_0174_0001
-11.273 6.053 c13_77_c13_0554_0001
-11.273 8.182 c13_22_c13_0047_0001
-11.272 3.744 c13_33_c13_0008_0001
-11.271 3.770 c13_77_c13_0280_0001
-11.271 5.084 c13_66_c13_0478_0001
-11.271 6.575 c13_22_c13_0208_0001
-11.270 5.972 c13_88_c13_0489_0001
-11.269 3.838 c13_88_c13_0131_0001
-11.269 3.867 c13_22_c13_1217_0001
-11.268 6.546 c13_22_c13_0466_0001
-11.267 10.040 c13_55_c13_0669_0001
-11.266 9.663 c13_66_c13_0464_0001
-11.265 3.461 c13_33_c13_0188_0001
-11.263 3.878 c13_44_c13_0554_0001
-11.262 4.575 c13_66_c13_0208_0001
-11.261 3.357 c13_33_c13_0182_0001
-11.261 3.465 c13_44_c13_0081_0001
-11.261 8.797 c13_44_c13_0441_0001
-11.260 6.038 c13_88_c13_1235_0001
-11.259 7.588 c13_55_c13_0293_0001
-11.258 8.732 c13_33_c13_1054_0001
-11.257 4.900 c13_55_c13_0453_0001
-11.255 5.954 c13_88_c13_0074_0001
-11.255 7.518 c13_55_c13_0817_0001
-11.254 2.879 c13_55_c13_0561_0001
-11.252 4.720 c13_44_c13_0730_0001
-11.252 5.460 c13_55_c13_0594_0001
-11.252 5.581 c13_11_c13_0225_0001
-11.252 5.877 c13_88_c13_0376_0001
-11.252 6.550 c13_33_c13_0150_0001
-11.251 3.022 c13_22_c13_0233_0001
-11.251 5.518 c13_33_c13_0661_0001
-11.251 9.939 c13_66_c13_0240_0001
-11.250 4.217 c13_77_c13_0740_0001
-11.250 9.285 c13_44_c13_1080_0001
-11.248 4.325 c13_66_c13_1156_0001
-11.248 9.647 c13_55_c13_0425_0001
-11.246 5.714 c13_66_c13_0697_0001
-11.245 7.067 c13_66_c13_0585_0001
-11.242 9.731 c13_44_c13_1167_0001
-11.241 5.645 c13_11_c13_1055_0001
-11.240 3.837 c13_22_c13_0774_0001
-11.240 4.617 c13_66_c13_0619_0001
-11.240 7.349 c13_77_c13_0338_0001
-11.240 7.938 c13_88_c13_0857_0001
-11.238 4.101 c13_11_c13_0594_0001
-11.238 5.351 c13_44_c13_0586_0001
-11.238 7.670 c13_44_c13_0769_0001
-11.237 4.454 c13_77_c13_0289_0001
-11.236 3.625 c13_33_c13_0890_0001
-11.236 8.141 c13_66_c13_0562_0001
-11.234 4.132 c13_77_c13_0796_0001
-11.233 4.559 c13_77_c13_0548_0001
-11.233 4.602 c13_55_c13_0340_0001
-11.233 9.915 c13_66_c13_1204_0001
-11.231 3.376 c13_44_c13_0661_0001
-11.228 2.527 c13_33_c13_0960_0001
-11.228 4.435 c13_44_c13_0899_0001
-11.227 8.813 c13_66_c13_1065_0001
-11.226 4.404 c13_33_c13_1059_0001
-11.226 6.200 c13_88_c13_0165_0001
-11.225 8.027 c13_77_c13_0329_0001
-11.225 9.465 c13_66_c13_0072_0001
-11.224 2.196 c13_33_c13_0878_0001
-11.223 3.781 c13_22_c13_0869_0001
-11.223 5.725 c13_44_c13_0647_0001
-11.223 9.661 c13_44_c13_1160_0001
-11.221 6.960 c13_22_c13_0645_0001
-11.220 3.694 c13_33_c13_0239_0001
-11.220 3.697 c13_33_c13_0481_0001
-11.219 6.102 c13_88_c13_0548_0001
-11.218 5.392 c13_11_c13_0767_0001
