  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-7.047 6.879 c13_66_c13_1184_0001
-7.046 9.675 c13_66_c13_0036_0001
-7.046 9.963 c13_11_c13_1150_0001
-7.044 4.503 c13_11_c13_1034_0001
-7.040 8.821 c13_11_c13_0212_0001
-7.039 4.958 c13_33_c13_0041_0001
-7.039 5.556 c13_88_c13_0572_0001
-7.036 10.016 c13_88_c13_1073_0001
-7.036 10.243 c13_66_c13_0764_0001
-7.035 6.853 c13_55_c13_0920_0001
-7.035 9.427 c13_88_c13_0941_0001
-7.035 9.511 c13_77_c13_0656_0001
-7.034 7.502 c13_22_c13_1040_0001
-7.033 10.329 c13_44_c13_1192_0001
-7.030 8.822 c13_33_c13_0141_0001
-7.028 6.455 c13_66_c13_0388_0001
-7.028 8.893 c13_55_c13_0062_0001
-7.027 10.908 c13_66_c13_1154_0001
-7.026 7.808 c13_11_c13_0887_0001
-7.025 6.758 c13_44_c13_0437_0001
-7.023 11.019 c13_22_c13_0901_0001
-7.023 6.466 c13_88_c13_0648_0001
-7.022 10.240 c13_66_c13_0049_0001
-7.020 9.160 c13_77_c13_0727_0001
-7.019 8.906 c13_77_c13_0825_0001
-7.019 9.441 c13_33_c13_0808_0001
-7.018 6.413 c13_55_c13_0800_0001
-7.017 6.021 c13_88_c13_1081_0001
-7.017 8.416 c13_11_c13_0336_0001
-7.017 8.875 c13_77_c13_0787_0001
-7.016 10.451 c13_11_c13_0412_0001
-7.016 6.833 c13_88_c13_1137_0001
-7.016 9.936 c13_88_c13_0274_0001
-7.013 10.783 c13_11_c13_0379_0001
-7.012 8.358 c13_44_c13_0061_0001
-7.010 9.638 c13_55_c13_0816_0001
-7.009 10.010 c13_77_c13_0089_0001
-7.008 2.240 c13_66_c13_0802_0001
-7.007 4.345 c13_88_c13_0332_0001
-7.005 3.882 c13_33_c13_0916_0001
-7.005 4.731 c13_77_c13_0897_0001
-7.004 9.663 c13_33_c13_0417_0001
-7.002 8.824 c13_22_c13_0073_0001
-7.002 9.168 c13_22_c13_0278_0001
-7.000 10.916 c13_66_c13_0871_0001
-7.000 9.907 c13_77_c13_0195_0001
-6.999 8.935 c13_77_c13_0163_0001
-6.996 10.815 c13_33_c13_1001_0001
-6.993 4.672 c13_22_c13_0212_0001
-6.992 10.243 c13_88_c13_0245_0001
-6.989 8.005 c13_33_c13_1209_0001
-6.987 6.381 c13_66_c13_0153_0001
-6.987 8.393 c13_33_c13_0544_0001
-6.984 9.262 c13_77_c13_0714_0001
-6.982 6.562 c13_88_c13_0720_0001
-6.980 9.277 c13_66_c13_1004_0001
-6.979 8.477 c13_66_c13_0236_0001
-6.977 8.870 c13_22_c13_0473_0001
-6.976 7.393 c13_55_c13_1214_0001
-6.976 9.786 c13_88_c13_0364_0001
-6.975 9.850 c13_66_c13_1128_0001
-6.975 9.900 c13_88_c13_1148_0001
-6.973 9.162 c13_55_c13_0498_0001
-6.972 7.247 c13_55_c13_0004_0001
-6.971 3.879 c13_22_c13_0555_0001
-6.968 10.132 c13_55_c13_0474_0001
-6.968 3.706 c13_44_c13_1206_0001
-6.968 4.039 c13_22_c13_0061_0001
-6.968 8.184 c13_22_c13_0352_0001
-6.967 8.774 c13_55_c13_0654_0001
-6.966 10.201 c13_22_c13_0911_0001
-6.966 4.808 c13_22_c13_1144_0001
-6.965 10.816 c13_22_c13_0791_0001
-6.965 6.789 c13_22_c13_0478_0001
-6.961 5.532 c13_77_c13_0753_0001
-6.960 8.846 c13_88_c13_0046_0001
-6.959 4.451 c13_77_c13_0898_0001
-6.959 9.071 c13_88_c13_0922_0001
-6.959 9.899 c13_88_c13_0524_0001
-6.957 7.683 c13_22_c13_0944_0001
-6.957 9.419 c13_66_c13_0248_0001
-6.957 9.970 c13_77_c13_0721_0001
-6.956 10.566 c13_66_c13_0300_0001
-6.955 4.593 c13_22_c13_0693_0001
-6.952 10.707 c13_77_c13_0565_0001
-6.952 9.026 c13_88_c13_0463_0001
-6.951 10.209 c13_66_c13_1051_0001
-6.951 10.522 c13_77_c13_0870_0001
-6.950 6.192 c13_66_c13_0643_0001
-6.948 10.310 c13_22_c13_0816_0001
-6.946 8.402 c13_33_c13_0618_0001
-6.945 10.776 c13_33_c13_1231_0001
-6.943 4.511 c13_22_c13_0277_0001
-6.942 7.834 c13_44_c13_0074_0001
-6.942 8.614 c13_11_c13_0332_0001
-6.941 10.689 c13_66_c13_1152_0001
-6.938 3.912 c13_44_c13_0389_0001
-6.938 5.156 c13_55_c13_0755_0001
-6.936 1.937 c13_88_c13_0477_0001
-6.936 8.254 c13_88_c13_1123_0001
-6.936 9.008 c13_77_c13_0382_0001
-6.935 10.364 c13_33_c13_1189_0001
-6.935 6.253 c13_88_c13_0112_0001
-6.935 8.395 c13_33_c13_0094_0001
-6.935 9.193 c13_88_c13_0157_0001
-6.934 8.161 c13_22_c13_0119_0001
-6.934 9.016 c13_33_c13_0790_0001
-6.930 7.634 c13_88_c13_0974_0001
-6.926 10.287 c13_88_c13_0888_0001
-6.926 8.020 c13_33_c13_0353_0001
-6.925 1.653 c13_66_c13_0048_0001
-6.924 6.762 c13_66_c13_0154_0001
-6.923 4.957 c13_22_c13_0905_0001
-6.923 9.853 c13_22_c13_0907_0001
-6.921 6.933 c13_22_c13_1215_0001
-6.920 10.042 c13_88_c13_1088_0001
-6.920 3.697 c13_33_c13_1190_0001
-6.919 9.059 c13_33_c13_0359_0001
-6.918 7.859 c13_44_c13_0155_0001
-6.916 3.668 c13_11_c13_0091_0001
-6.915 8.676 c13_77_c13_0100_0001
-6.914 2.838 c13_33_c13_0020_0001
-6.914 3.513 c13_88_c13_1092_0001
-6.914 3.709 c13_44_c13_0862_0001
-6.914 8.213 c13_22_c13_0163_0001
-6.910 9.114 c13_33_c13_0245_0001
-6.907 5.056 c13_33_c13_0531_0001
-6.905 10.572 c13_33_c13_1036_0001
-6.904 2.803 c13_11_c13_0236_0001
-6.904 8.493 c13_66_c13_0967_0001
-6.904 9.200 c13_88_c13_0775_0001
-6.903 10.421 c13_77_c13_0694_0001
-6.903 6.250 c13_77_c13_0110_0001
-6.900 4.498 c13_77_c13_0969_0001
-6.899 10.267 c13_66_c13_1105_0001
-6.897 4.003 c13_22_c13_0110_0001
-6.897 4.996 c13_88_c13_0465_0001
-6.897 9.482 c13_11_c13_0684_0001
-6.896 9.547 c13_77_c13_1045_0001
-6.895 8.498 c13_55_c13_1133_0001
-6.894 8.121 c13_33_c13_0851_0001
-6.893 10.152 c13_66_c13_0293_0001
-6.892 9.845 c13_22_c13_0568_0001
-6.891 9.937 c13_88_c13_0506_0001
-6.891 9.970 c13_55_c13_0426_0001
-6.890 10.215 c13_11_c13_0764_0001
-6.889 10.543 c13_66_c13_0678_0001
-6.888 3.754 c13_22_c13_0379_0001
-6.887 8.391 c13_44_c13_1065_0001
-6.886 2.929 c13_66_c13_0933_0001
-6.886 9.076 c13_44_c13_0616_0001
-6.884 10.734 c13_44_c13_0715_0001
-6.884 9.192 c13_66_c13_0257_0001
-6.881 6.637 c13_88_c13_1040_0001
-6.881 9.287 c13_88_c13_0309_0001
-6.880 10.346 c13_33_c13_0974_0001
-6.878 9.283 c13_44_c13_1042_0001
-6.876 3.716 c13_22_c13_0378_0001
-6.875 9.735 c13_77_c13_0467_0001
-6.874 8.563 c13_33_c13_0079_0001
-6.874 9.414 c13_77_c13_0768_0001
-6.871 4.943 c13_55_c13_0780_0001
-6.868 10.783 c13_11_c13_0777_0001
-6.866 4.825 c13_77_c13_0905_0001
-6.863 9.855 c13_22_c13_0480_0001
-6.862 4.974 c13_88_c13_0598_0001
-6.862 8.067 c13_11_c13_0515_0001
-6.860 9.022 c13_44_c13_1141_0001
-6.859 11.073 c13_55_c13_0360_0001
-6.858 8.622 c13_33_c13_0183_0001
-6.856 11.281 c13_33_c13_0931_0001
-6.855 10.495 c13_88_c13_0124_0001
-6.855 3.242 c13_55_c13_1241_0001
-6.855 7.761 c13_33_c13_0313_0001
-6.852 10.746 c13_44_c13_0777_0001
-6.851 9.151 c13_55_c13_0799_0001
-6.848 8.902 c13_33_c13_0799_0001
-6.847 10.140 c13_55_c13_1012_0001
-6.844 8.515 c13_33_c13_0474_0001
-6.843 6.943 c13_11_c13_0224_0001
-6.843 9.083 c13_88_c13_1030_0001
-6.842 10.147 c13_22_c13_1066_0001
-6.842 9.783 c13_11_c13_0663_0001
-6.840 11.447 c13_77_c13_0978_0001
-6.840 9.682 c13_33_c13_0466_0001
-6.836 2.723 c13_33_c13_0217_0001
-6.836 9.578 c13_88_c13_0566_0001
-6.834 7.757 c13_11_c13_0419_0001
-6.834 8.367 c13_77_c13_1240_0001
-6.834 9.300 c13_77_c13_0552_0001
-6.831 1.497 c13_22_c13_0404_0001
-6.831 8.848 c13_22_c13_0220_0001
-6.830 10.620 c13_77_c13_0489_0001
-6.827 10.042 c13_11_c13_0608_0001
-6.827 8.519 c13_33_c13_0483_0001
-6.826 9.641 c13_33_c13_0248_0001
-6.825 8.219 c13_22_c13_0132_0001
-6.823 9.984 c13_66_c13_0832_0001
-6.820 10.414 c13_33_c13_1176_0001
-6.820 4.270 c13_33_c13_0465_0001
-6.818 6.253 c13_66_c13_0518_0001
-6.818 9.165 c13_88_c13_1060_0001
-6.817 10.398 c13_88_c13_0697_0001
-6.817 4.667 c13_11_c13_0457_0001
-6.817 8.219 c13_22_c13_0503_0001
-6.817 8.944 c13_44_c13_0758_0001
-6.817 9.682 c13_88_c13_0090_0001
-6.816 3.587 c13_11_c13_0162_0001
-6.814 10.105 c13_33_c13_0911_0001
-6.809 10.336 c13_88_c13_0581_0001
-6.807 8.396 c13_33_c13_0205_0001
-6.805 7.532 c13_22_c13_1005_0001
-6.802 3.799 c13_44_c13_1049_0001
-6.802 8.793 c13_88_c13_1058_0001
-6.800 11.930 c13_77_c13_0270_0001
-6.799 6.003 c13_44_c13_0234_0001
-6.799 7.906 c13_55_c13_0859_0001
-6.799 9.524 c13_11_c13_0933_0001
-6.799 9.534 c13_77_c13_0640_0001
-6.798 10.759 c13_11_c13_0780_0001
-6.797 9.334 c13_55_c13_0736_0001
-6.796 7.271 c13_77_c13_0121_0001
-6.795 10.740 c13_66_c13_0863_0001
-6.793 10.337 c13_66_c13_0514_0001
-6.793 10.646 c13_22_c13_0876_0001
-6.789 7.262 c13_33_c13_1122_0001
-6.787 9.683 c13_22_c13_0848_0001
-6.786 4.856 c13_11_c13_0317_0001
-6.785 8.535 c13_33_c13_1207_0001
-6.785 9.227 c13_88_c13_0486_0001
-6.785 9.698 c13_11_c13_1026_0001
-6.784 6.313 c13_77_c13_0542_0001
-6.782 11.203 c13_77_c13_0779_0001
-6.780 10.366 c13_66_c13_0206_0001
-6.778 9.559 c13_77_c13_0090_0001
-6.776 3.757 c13_88_c13_0035_0001
-6.776 6.445 c13_33_c13_0616_0001
-6.774 2.052 c13_88_c13_0658_0001
-6.773 5.981 c13_88_c13_0625_0001
-6.773 6.159 c13_22_c13_0334_0001
-6.773 9.746 c13_77_c13_0308_0001
-6.771 8.239 c13_22_c13_0457_0001
-6.771 9.345 c13_88_c13_0511_0001
-6.770 4.678 c13_77_c13_1233_0001
-6.770 8.121 c13_11_c13_0170_0001
-6.769 9.229 c13_33_c13_0090_0001
-6.767 5.879 c13_77_c13_0682_0001
-6.764 10.287 c13_66_c13_0991_0001
-6.762 9.057 c13_22_c13_0651_0001
-6.762 9.155 c13_88_c13_0045_0001
-6.759 7.242 c13_66_c13_0202_0001
-6.759 9.264 c13_77_c13_0088_0001
-6.756 8.273 c13_88_c13_0107_0001
-6.754 6.130 c13_77_c13_0445_0001
-6.751 8.206 c13_22_c13_0171_0001
-6.751 9.332 c13_66_c13_0531_0001
-6.751 9.687 c13_33_c13_0607_0001
-6.750 4.685 c13_55_c13_1188_0001
-6.749 10.075 c13_88_c13_1194_0001
-6.749 10.370 c13_88_c13_0253_0001
-6.749 4.299 c13_33_c13_0947_0001
-6.749 6.552 c13_55_c13_0465_0001
-6.748 8.524 c13_22_c13_0560_0001
-6.745 10.409 c13_88_c13_0800_0001
-6.743 5.152 c13_11_c13_0445_0001
-6.740 8.688 c13_33_c13_0149_0001
-6.740 9.030 c13_66_c13_0813_0001
-6.736 8.076 c13_77_c13_0817_0001
-6.735 10.148 c13_22_c13_0975_0001
-6.734 10.288 c13_55_c13_0178_0001
-6.732 10.528 c13_22_c13_0468_0001
-6.732 6.793 c13_88_c13_0988_0001
-6.730 6.328 c13_11_c13_1106_0001
-6.729 10.054 c13_44_c13_1244_0001
-6.729 11.205 c13_33_c13_0445_0001
-6.726 11.167 c13_66_c13_0867_0001
-6.725 9.344 c13_33_c13_0134_0001
-6.724 7.313 c13_11_c13_0857_0001
-6.724 9.110 c13_44_c13_1101_0001
-6.723 3.868 c13_66_c13_0881_0001
-6.723 5.291 c13_55_c13_0367_0001
-6.722 5.113 c13_88_c13_0121_0001
-6.722 8.647 c13_88_c13_0624_0001
-6.721 8.191 c13_77_c13_0834_0001
-6.721 9.774 c13_88_c13_0478_0001
-6.718 7.116 c13_33_c13_0787_0001
-6.718 7.879 c13_33_c13_0347_0001
-6.718 9.172 c13_88_c13_1053_0001
-6.717 5.147 c13_88_c13_0799_0001
-6.717 5.915 c13_88_c13_0016_0001
-6.716 9.484 c13_66_c13_0365_0001
-6.715 9.659 c13_22_c13_0207_0001
-6.712 9.650 c13_66_c13_1018_0001
-6.710 8.288 c13_33_c13_1200_0001
-6.708 9.252 c13_33_c13_0428_0001
-6.708 9.535 c13_44_c13_0359_0001
-6.702 4.269 c13_44_c13_0044_0001
-6.702 4.832 c13_11_c13_0376_0001
-6.702 8.392 c13_33_c13_0600_0001
-6.701 9.095 c13_88_c13_0466_0001
-6.700 9.564 c13_55_c13_0226_0001
-6.700 9.637 c13_55_c13_0386_0001
-6.697 8.385 c13_11_c13_1218_0001
-6.695 8.216 c13_33_c13_0255_0001
-6.694 10.612 c13_66_c13_0704_0001
-6.691 9.908 c13_11_c13_0595_0001
-6.690 10.114 c13_77_c13_0080_0001
-6.690 7.808 c13_66_c13_0809_0001
-6.689 8.951 c13_33_c13_0999_0001
-6.687 2.778 c13_33_c13_0254_0001
-6.686 6.175 c13_88_c13_0106_0001
-6.686 9.828 c13_11_c13_0947_0001
-6.685 10.794 c13_77_c13_0116_0001
-6.684 9.761 c13_88_c13_0135_0001
-6.683 8.853 c13_33_c13_0317_0001
-6.683 9.507 c13_33_c13_0998_0001
-6.681 5.038 c13_33_c13_0620_0001
-6.679 8.851 c13_22_c13_0303_0001
-6.679 9.067 c13_66_c13_0349_0001
-6.678 10.544 c13_55_c13_0760_0001
-6.677 6.877 c13_77_c13_1147_0001
-6.676 10.509 c13_22_c13_0836_0001
-6.675 10.103 c13_44_c13_0403_0001
-6.675 11.214 c13_11_c13_0882_0001
-6.675 8.616 c13_44_c13_0140_0001
-6.674 3.478 c13_11_c13_0518_0001
-6.671 8.844 c13_22_c13_0376_0001
-6.670 5.392 c13_22_c13_0460_0001
-6.670 9.989 c13_55_c13_0264_0001
-6.669 8.555 c13_33_c13_0213_0001
-6.667 10.038 c13_55_c13_0114_0001
-6.666 10.559 c13_88_c13_0373_0001
-6.666 11.094 c13_77_c13_0160_0001
-6.666 8.898 c13_22_c13_1028_0001
-6.666 9.784 c13_77_c13_0684_0001
-6.665 8.525 c13_44_c13_0042_0001
-6.663 9.825 c13_88_c13_0842_0001
-6.661 10.641 c13_55_c13_1203_0001
-6.660 4.245 c13_11_c13_0577_0001
-6.658 8.131 c13_77_c13_1202_0001
-6.656 8.881 c13_22_c13_0938_0001
-6.654 4.479 c13_11_c13_0116_0001
-6.651 9.278 c13_33_c13_0526_0001
-6.651 9.282 c13_66_c13_1035_0001
-6.650 10.629 c13_55_c13_0663_0001
-6.649 9.930 c13_55_c13_0619_0001
-6.648 6.425 c13_33_c13_0089_0001
-6.647 5.025 c13_22_c13_0184_0001
-6.645 10.519 c13_66_c13_0826_0001
-6.645 9.655 c13_33_c13_0507_0001
-6.640 9.378 c13_77_c13_1176_0001
-6.640 9.422 c13_77_c13_0531_0001
-6.639 8.449 c13_11_c13_0619_0001
-6.636 10.878 c13_66_c13_0679_0001
-6.636 9.326 c13_66_c13_0726_0001
-6.635 10.034 c13_88_c13_0894_0001
-6.635 9.878 c13_88_c13_0545_0001
-6.634 10.448 c13_11_c13_0211_0001
-6.634 5.880 c13_66_c13_1127_0001
-6.633 3.586 c13_44_c13_1075_0001
-6.633 6.623 c13_66_c13_1106_0001
-6.631 9.335 c13_88_c13_0892_0001
-6.631 9.785 c13_33_c13_0777_0001
-6.628 9.273 c13_88_c13_0995_0001
-6.625 6.666 c13_11_c13_0677_0001
-6.625 9.452 c13_77_c13_0808_0001
-6.621 5.394 c13_22_c13_0767_0001
-6.620 5.326 c13_22_c13_0572_0001
-6.620 6.290 c13_88_c13_0558_0001
-6.619 10.512 c13_66_c13_0431_0001
-6.619 8.518 c13_77_c13_0952_0001
-6.619 9.200 c13_33_c13_0617_0001
-6.617 10.506 c13_77_c13_1238_0001
-6.616 10.463 c13_77_c13_1160_0001
-6.616 8.644 c13_11_c13_0365_0001
-6.613 9.270 c13_44_c13_0142_0001
-6.613 9.731 c13_66_c13_0056_0001
-6.611 9.674 c13_33_c13_0208_0001
-6.610 4.228 c13_11_c13_0228_0001
-6.608 10.172 c13_55_c13_1031_0001
-6.608 6.572 c13_88_c13_0772_0001
-6.605 11.046 c13_11_c13_1138_0001
-6.605 4.549 c13_33_c13_0410_0001
-6.603 8.796 c13_66_c13_0731_0001
-6.603 8.993 c13_55_c13_0583_0001
-6.601 9.626 c13_66_c13_0045_0001
-6.600 8.935 c13_77_c13_0217_0001
-6.598 8.514 c13_11_c13_0159_0001
-6.598 9.536 c13_66_c13_0865_0001
-6.595 10.311 c13_88_c13_1157_0001
-6.594 10.636 c13_88_c13_0707_0001
-6.594 9.942 c13_11_c13_0057_0001
-6.593 6.468 c13_77_c13_0757_0001
-6.593 7.621 c13_22_c13_0221_0001
-6.591 10.498 c13_55_c13_0877_0001
-6.591 9.319 c13_77_c13_0936_0001
-6.589 3.518 c13_11_c13_0272_0001
-6.589 8.637 c13_88_c13_0869_0001
-6.587 11.076 c13_55_c13_1010_0001
-6.587 9.440 c13_66_c13_1010_0001
-6.586 9.799 c13_88_c13_0843_0001
-6.583 10.274 c13_77_c13_0790_0001
-6.583 10.433 c13_66_c13_0224_0001
-6.582 10.734 c13_33_c13_0613_0001
-6.582 11.086 c13_77_c13_0875_0001
-6.581 8.566 c13_33_c13_0073_0001
-6.580 10.153 c13_88_c13_0338_0001
-6.580 10.495 c13_33_c13_0305_0001
-6.578 7.203 c13_66_c13_0792_0001
-6.575 6.280 c13_88_c13_0564_0001
-6.574 10.268 c13_66_c13_0328_0001
-6.574 10.611 c13_66_c13_0088_0001
-6.574 4.962 c13_11_c13_0135_0001
-6.574 5.905 c13_88_c13_0534_0001
-6.570 8.792 c13_11_c13_0580_0001
-6.570 9.196 c13_88_c13_0032_0001
-6.564 9.720 c13_55_c13_0802_0001
-6.563 10.493 c13_66_c13_1212_0001
-6.562 10.428 c13_66_c13_0469_0001
-6.562 3.208 c13_33_c13_1224_0001
-6.561 6.037 c13_88_c13_0927_0001
-6.560 8.746 c13_77_c13_0186_0001
-6.560 8.835 c13_33_c13_1081_0001
-6.560 9.440 c13_88_c13_0792_0001
-6.558 10.393 c13_11_c13_0868_0001
-6.557 9.722 c13_77_c13_0318_0001
-6.555 2.816 c13_33_c13_0247_0001
-6.554 8.661 c13_11_c13_0483_0001
-6.554 9.487 c13_77_c13_0915_0001
-6.553 10.557 c13_11_c13_0930_0001
-6.553 8.509 c13_33_c13_0785_0001
-6.551 4.103 c13_88_c13_0231_0001
-6.548 3.429 c13_77_c13_0156_0001
-6.547 10.522 c13_77_c13_1057_0001
-6.547 4.296 c13_66_c13_0932_0001
-6.547 6.485 c13_55_c13_0770_0001
-6.544 4.531 c13_88_c13_0288_0001
-6.543 8.749 c13_33_c13_0394_0001
-6.543 9.297 c13_22_c13_0699_0001
-6.541 10.244 c13_33_c13_0506_0001
-6.541 4.228 c13_88_c13_0865_0001
-6.540 10.925 c13_22_c13_0964_0001
-6.539 3.861 c13_11_c13_0232_0001
-6.537 10.404 c13_22_c13_1188_0001
-6.537 11.057 c13_22_c13_0689_0001
-6.537 8.445 c13_11_c13_0744_0001
-6.535 10.348 c13_88_c13_0303_0001
-6.533 10.317 c13_66_c13_0994_0001
-6.533 9.659 c13_33_c13_0229_0001
-6.532 9.481 c13_55_c13_0576_0001
-6.531 9.345 c13_55_c13_1212_0001
-6.530 10.227 c13_77_c13_0438_0001
-6.530 9.440 c13_77_c13_0011_0001
-6.529 9.809 c13_66_c13_0703_0001
-6.527 9.858 c13_44_c13_0766_0001
-6.526 8.246 c13_22_c13_1032_0001
-6.525 4.600 c13_11_c13_0149_0001
-6.524 3.994 c13_33_c13_0641_0001
-6.523 3.435 c13_33_c13_0950_0001
-6.521 8.680 c13_11_c13_0023_0001
-6.518 4.875 c13_66_c13_0587_0001
-6.518 8.531 c13_22_c13_1249_0001
-6.518 9.524 c13_55_c13_0675_0001
-6.516 3.228 c13_77_c13_0470_0001
-6.516 9.170 c13_77_c13_1161_0001
-6.515 10.480 c13_55_c13_0052_0001
-6.515 7.180 c13_55_c13_0873_0001
-6.514 9.015 c13_33_c13_0039_0001
-6.511 5.554 c13_22_c13_1191_0001
-6.510 8.703 c13_33_c13_0337_0001
-6.506 10.005 c13_77_c13_0454_0001
-6.503 8.952 c13_88_c13_0263_0001
-6.502 10.398 c13_66_c13_0984_0001
-6.502 9.502 c13_88_c13_0346_0001
-6.501 10.047 c13_77_c13_0802_0001
-6.500 9.830 c13_66_c13_0827_0001
-6.498 2.374 c13_77_c13_0801_0001
-6.497 7.050 c13_66_c13_0451_0001
-6.497 7.386 c13_66_c13_0373_0001
-6.496 4.313 c13_88_c13_1205_0001
-6.493 6.336 c13_55_c13_0917_0001
-6.493 8.269 c13_88_c13_0395_0001
-6.492 8.046 c13_77_c13_1201_0001
-6.492 9.501 c13_77_c13_0115_0001
-6.490 10.170 c13_11_c13_1157_0001
-6.490 3.866 c13_11_c13_0248_0001
-6.490 8.210 c13_22_c13_0476_0001
-6.486 10.002 c13_55_c13_0579_0001
-6.486 10.440 c13_88_c13_0357_0001
-6.486 9.630 c13_88_c13_0637_0001
-6.485 8.207 c13_22_c13_0610_0001
-6.485 8.549 c13_11_c13_0769_0001
-6.482 5.304 c13_88_c13_0464_0001
-6.482 8.255 c13_66_c13_0272_0001
-6.478 7.514 c13_66_c13_0938_0001
-6.476 8.765 c13_55_c13_0985_0001
-6.474 8.825 c13_66_c13_1200_0001
-6.472 8.063 c13_44_c13_0401_0001
-6.471 7.634 c13_66_c13_1107_0001
-6.471 9.407 c13_77_c13_0365_0001
-6.467 10.760 c13_77_c13_0828_0001
-6.467 3.766 c13_11_c13_0905_0001
-6.465 8.980 c13_88_c13_0621_0001
-6.463 10.866 c13_11_c13_0654_0001
-6.463 5.866 c13_33_c13_1235_0001
-6.463 6.302 c13_77_c13_0284_0001
-6.463 8.621 c13_33_c13_0380_0001
-6.462 10.629 c13_77_c13_1114_0001
-6.459 5.282 c13_22_c13_1157_0001
-6.458 11.199 c13_22_c13_0710_0001
-6.458 8.227 c13_22_c13_0366_0001
-6.457 6.155 c13_88_c13_0594_0001
-6.449 7.081 c13_55_c13_0635_0001
-6.448 8.816 c13_77_c13_0178_0001
-6.446 4.333 c13_88_c13_0571_0001
-6.446 9.699 c13_44_c13_0351_0001
-6.446 9.883 c13_77_c13_0886_0001
-6.445 8.813 c13_11_c13_0488_0001
-6.440 9.781 c13_55_c13_0238_0001
-6.439 5.170 c13_22_c13_0669_0001
-6.438 9.191 c13_33_c13_0203_0001
-6.436 11.224 c13_77_c13_1128_0001
-6.435 6.442 c13_33_c13_0442_0001
-6.435 8.706 c13_11_c13_0613_0001
-6.434 9.061 c13_66_c13_1117_0001
-6.434 9.394 c13_77_c13_1144_0001
-6.431 8.387 c13_88_c13_1102_0001
-6.431 8.956 c13_77_c13_1124_0001
-6.429 5.745 c13_77_c13_0268_0001
-6.428 9.173 c13_33_c13_0997_0001
-6.423 5.079 c13_77_c13_0014_0001
-6.422 6.390 c13_22_c13_0926_0001
-6.422 9.922 c13_44_c13_0521_0001
-6.421 10.394 c13_55_c13_0593_0001
-6.419 2.510 c13_66_c13_0532_0001
-6.418 4.937 c13_33_c13_0447_0001
-6.417 8.376 c13_11_c13_0914_0001
-6.416 3.947 c13_33_c13_0009_0001
-6.416 9.856 c13_88_c13_0197_0001
-6.415 10.906 c13_77_c13_0919_0001
-6.415 9.953 c13_33_c13_0277_0001
-6.410 10.414 c13_44_c13_0478_0001
-6.409 8.661 c13_88_c13_0989_0001
-6.407 9.539 c13_77_c13_0437_0001
-6.406 8.318 c13_33_c13_0519_0001
-6.406 9.813 c13_88_c13_0161_0001
-6.405 8.373 c13_44_c13_0120_0001
-6.402 10.313 c13_88_c13_1062_0001
-6.402 10.939 c13_88_c13_0235_0001
-6.402 7.430 c13_77_c13_1077_0001
-6.400 10.513 c13_66_c13_0436_0001
-6.400 7.796 c13_44_c13_0054_0001
-6.399 7.307 c13_11_c13_1186_0001
-6.398 9.196 c13_33_c13_0390_0001
-6.394 3.316 c13_77_c13_0703_0001
-6.394 5.391 c13_22_c13_0726_0001
-6.394 7.968 c13_88_c13_0384_0001
-6.394 9.390 c13_88_c13_1031_0001
-6.394 9.901 c13_77_c13_0469_0001
-6.393 8.395 c13_33_c13_0570_0001
-6.392 10.389 c13_88_c13_1047_0001
-6.390 10.577 c13_22_c13_1156_0001
-6.389 10.806 c13_22_c13_0703_0001
-6.387 10.099 c13_44_c13_0255_0001
-6.385 4.977 c13_11_c13_0674_0001
-6.385 9.542 c13_22_c13_0006_0001
-6.383 8.984 c13_88_c13_0341_0001
-6.379 8.471 c13_22_c13_1034_0001
-6.377 9.574 c13_66_c13_1015_0001
-6.376 10.419 c13_88_c13_0615_0001
-6.375 3.708 c13_11_c13_0581_0001
-6.374 11.062 c13_22_c13_0664_0001
-6.365 8.893 c13_88_c13_0778_0001
-6.364 9.906 c13_88_c13_0194_0001
-6.363 9.665 c13_33_c13_1206_0001
-6.362 6.083 c13_77_c13_0027_0001
-6.361 10.318 c13_88_c13_1067_0001
-6.360 8.614 c13_77_c13_0744_0001
-6.359 7.315 c13_77_c13_1103_0001
-6.357 9.959 c13_22_c13_1167_0001
-6.353 4.321 c13_22_c13_0096_0001
-6.353 9.198 c13_88_c13_0097_0001
-6.353 9.916 c13_11_c13_0726_0001
-6.351 6.982 c13_55_c13_0997_0001
-6.349 10.619 c13_77_c13_0668_0001
-6.347 9.940 c13_11_c13_0080_0001
-6.346 10.117 c13_33_c13_0278_0001
-6.346 8.041 c13_44_c13_0138_0001
-6.345 8.104 c13_88_c13_0670_0001
-6.339 11.716 c13_55_c13_0958_0001
-6.339 7.461 c13_88_c13_0636_0001
-6.339 8.681 c13_77_c13_0747_0001
-6.333 9.543 c13_77_c13_1084_0001
-6.330 5.808 c13_55_c13_1210_0001
-6.330 9.016 c13_66_c13_0985_0001
-6.328 10.432 c13_33_c13_1070_0001
-6.325 10.234 c13_77_c13_0398_0001
-6.324 8.852 c13_88_c13_0844_0001
-6.323 4.116 c13_66_c13_0756_0001
-6.323 7.342 c13_77_c13_0152_0001
-6.322 9.298 c13_11_c13_0946_0001
-6.320 10.989 c13_77_c13_0388_0001
-6.319 3.479 c13_88_c13_0773_0001
-6.318 11.129 c13_22_c13_0835_0001
-6.318 9.254 c13_77_c13_0292_0001
-6.317 9.810 c13_55_c13_0025_0001
-6.316 10.569 c13_66_c13_0564_0001
