  SEQUENCE:
interface_delta_X ligand_rms_no_super_X description
-10.134 9.369 c18_44_c18_0367_0001
-10.132 6.489 c18_44_c18_0233_0001
-10.131 5.732 c18_33_c18_0363_0001
-10.131 8.938 c18_66_c18_0482_0001
-10.131 9.359 c18_33_c18_0680_0001
-10.130 4.603 c18_55_c18_0399_0001
-10.129 6.404 c18_55_c18_0147_0001
-10.128 10.199 c18_55_c18_0827_0001
-10.127 4.592 c18_11_c18_0980_0001
-10.127 6.268 c18_22_c18_1236_0001
-10.127 6.910 c18_88_c18_0559_0001
-10.127 8.770 c18_44_c18_0515_0001
-10.126 10.369 c18_88_c18_0716_0001
-10.126 9.529 c18_44_c18_1026_0001
-10.125 2.298 c18_11_c18_0878_0001
-10.125 6.880 c18_11_c18_0325_0001
-10.125 9.956 c18_33_c18_1017_0001
-10.124 4.563 c18_55_c18_0542_0001
-10.124 7.321 c18_11_c18_0651_0001
-10.123 4.152 c18_55_c18_1182_0001
-10.123 4.905 c18_77_c18_1015_0001
-10.121 10.046 c18_66_c18_0604_0001
-10.121 4.916 c18_33_c18_0858_0001
-10.121 5.847 c18_66_c18_1188_0001
-10.121 6.787 c18_22_c18_0446_0001
-10.120 8.811 c18_33_c18_0104_0001
-10.118 6.186 c18_55_c18_0288_0001
-10.117 10.062 c18_22_c18_0004_0001
-10.117 9.418 c18_44_c18_0267_0001
-10.116 4.530 c18_44_c18_1031_0001
-10.116 4.993 c18_88_c18_0416_0001
-10.116 5.498 c18_77_c18_0384_0001
-10.115 6.197 c18_33_c18_1168_0001
-10.114 4.812 c18_44_c18_0292_0001
-10.113 5.211 c18_55_c18_0684_0001
-10.113 5.946 c18_44_c18_0052_0001
-10.113 7.121 c18_33_c18_0202_0001
-10.112 4.478 c18_55_c18_0640_0001
-10.112 8.693 c18_88_c18_1043_0001
-10.110 6.423 c18_22_c18_0376_0001
-10.110 7.933 c18_22_c18_1030_0001
-10.108 2.052 c18_33_c18_0789_0001
-10.108 5.872 c18_55_c18_0477_0001
-10.107 8.369 c18_88_c18_0407_0001
-10.106 5.121 c18_55_c18_0679_0001
-10.106 5.327 c18_33_c18_0395_0001
-10.105 2.403 c18_11_c18_0567_0001
-10.105 7.734 c18_88_c18_0711_0001
-10.104 7.839 c18_77_c18_0477_0001
-10.103 6.485 c18_77_c18_0911_0001
-10.103 6.698 c18_44_c18_0691_0001
-10.103 7.263 c18_11_c18_0840_0001
-10.102 6.023 c18_22_c18_0693_0001
-10.101 8.968 c18_77_c18_0163_0001
-10.101 9.611 c18_33_c18_0939_0001
-10.100 8.784 c18_55_c18_0644_0001
-10.099 1.751 c18_77_c18_0077_0001
-10.099 6.810 c18_66_c18_0067_0001
-10.098 2.876 c18_11_c18_1097_0001
-10.098 2.911 c18_77_c18_0235_0001
-10.098 3.060 c18_55_c18_1208_0001
-10.098 4.359 c18_11_c18_0588_0001
-10.098 9.884 c18_44_c18_1231_0001
-10.093 8.468 c18_44_c18_0866_0001
-10.093 8.654 c18_22_c18_0429_0001
-10.092 6.245 c18_44_c18_0279_0001
-10.091 4.309 c18_77_c18_0582_0001
-10.091 4.714 c18_88_c18_0162_0001
-10.091 6.259 c18_33_c18_0505_0001
-10.089 9.096 c18_55_c18_0783_0001
-10.087 2.884 c18_66_c18_0459_0001
-10.086 3.398 c18_88_c18_1068_0001
-10.086 4.424 c18_55_c18_0259_0001
-10.086 8.750 c18_33_c18_0283_0001
-10.085 8.938 c18_11_c18_0827_0001
-10.084 4.533 c18_77_c18_0714_0001
-10.084 5.259 c18_11_c18_0954_0001
-10.084 6.987 c18_55_c18_0391_0001
-10.084 7.667 c18_44_c18_0719_0001
-10.083 7.913 c18_77_c18_0537_0001
-10.082 6.445 c18_33_c18_0322_0001
-10.081 10.582 c18_88_c18_0925_0001
-10.081 4.453 c18_22_c18_0541_0001
-10.078 6.084 c18_11_c18_0513_0001
-10.078 7.057 c18_33_c18_0773_0001
-10.077 3.427 c18_77_c18_1121_0001
-10.077 8.630 c18_66_c18_0688_0001
-10.076 2.820 c18_66_c18_1124_0001
-10.076 6.528 c18_11_c18_0322_0001
-10.075 7.447 c18_11_c18_0225_0001
-10.073 4.286 c18_33_c18_1180_0001
-10.072 4.722 c18_77_c18_0344_0001
-10.072 5.935 c18_88_c18_0510_0001
-10.071 5.373 c18_33_c18_0248_0001
-10.068 5.446 c18_44_c18_0629_0001
-10.068 6.008 c18_22_c18_0254_0001
-10.067 4.860 c18_77_c18_0456_0001
-10.067 6.738 c18_88_c18_1076_0001
-10.066 6.620 c18_33_c18_0688_0001
-10.066 6.718 c18_77_c18_0342_0001
-10.066 9.865 c18_66_c18_0580_0001
-10.065 6.239 c18_66_c18_0944_0001
-10.063 6.640 c18_11_c18_0843_0001
-10.063 7.388 c18_88_c18_0238_0001
-10.062 8.492 c18_33_c18_0649_0001
-10.061 6.816 c18_33_c18_1235_0001
-10.061 9.177 c18_44_c18_0971_0001
-10.060 3.947 c18_11_c18_0749_0001
-10.059 10.461 c18_11_c18_0530_0001
-10.057 7.323 c18_77_c18_1238_0001
-10.057 8.948 c18_33_c18_0147_0001
-10.057 9.651 c18_44_c18_0333_0001
-10.056 4.644 c18_66_c18_0649_0001
-10.055 4.714 c18_33_c18_1004_0001
-10.055 9.065 c18_77_c18_1066_0001
-10.054 6.492 c18_11_c18_0134_0001
-10.054 6.909 c18_88_c18_1206_0001
-10.052 9.746 c18_44_c18_1178_0001
-10.051 5.804 c18_22_c18_1145_0001
-10.051 7.197 c18_66_c18_0119_0001
-10.049 4.409 c18_88_c18_0156_0001
-10.049 6.789 c18_88_c18_0816_0001
-10.048 5.735 c18_33_c18_1140_0001
-10.048 9.091 c18_11_c18_0127_0001
-10.048 9.782 c18_66_c18_0914_0001
-10.046 4.440 c18_77_c18_0314_0001
-10.045 9.085 c18_66_c18_0810_0001
-10.042 5.837 c18_77_c18_0585_0001
-10.042 9.500 c18_44_c18_0795_0001
-10.041 9.099 c18_66_c18_0547_0001
-10.040 4.148 c18_66_c18_0681_0001
-10.040 4.875 c18_77_c18_0965_0001
-10.040 4.916 c18_55_c18_0016_0001
-10.040 5.041 c18_33_c18_0795_0001
-10.039 6.004 c18_55_c18_0370_0001
-10.037 5.977 c18_77_c18_1011_0001
-10.036 5.149 c18_77_c18_0683_0001
-10.036 6.409 c18_55_c18_0020_0001
-10.034 9.400 c18_55_c18_1241_0001
-10.031 5.895 c18_66_c18_0173_0001
-10.031 7.290 c18_55_c18_1077_0001
-10.030 8.666 c18_66_c18_0242_0001
-10.029 2.859 c18_88_c18_0324_0001
-10.029 4.868 c18_77_c18_0836_0001
-10.028 8.040 c18_22_c18_0338_0001
-10.028 9.609 c18_66_c18_0697_0001
-10.027 4.623 c18_44_c18_0579_0001
-10.027 5.464 c18_44_c18_0201_0001
-10.026 4.416 c18_88_c18_0838_0001
-10.026 4.487 c18_88_c18_1185_0001
-10.025 9.462 c18_33_c18_0117_0001
-10.024 4.536 c18_88_c18_1013_0001
-10.024 9.094 c18_44_c18_1219_0001
-10.023 7.924 c18_33_c18_1038_0001
-10.021 3.330 c18_66_c18_0045_0001
-10.020 6.841 c18_44_c18_0408_0001
-10.019 2.634 c18_11_c18_0069_0001
-10.019 4.977 c18_77_c18_0196_0001
-10.019 6.104 c18_22_c18_0278_0001
-10.018 8.801 c18_22_c18_0626_0001
-10.017 8.657 c18_44_c18_0864_0001
-10.016 9.610 c18_66_c18_0532_0001
-10.015 6.332 c18_11_c18_0409_0001
-10.015 7.837 c18_44_c18_0754_0001
-10.014 8.465 c18_33_c18_0775_0001
-10.013 5.822 c18_66_c18_0315_0001
-10.013 6.462 c18_88_c18_0382_0001
-10.013 9.780 c18_66_c18_0988_0001
-10.012 4.916 c18_77_c18_0363_0001
-10.009 5.480 c18_11_c18_0133_0001
-10.009 5.621 c18_22_c18_0198_0001
-10.008 8.913 c18_33_c18_0567_0001
-10.007 8.928 c18_11_c18_0422_0001
-10.007 9.677 c18_11_c18_0197_0001
-10.006 8.469 c18_33_c18_0133_0001
-10.005 7.907 c18_66_c18_0258_0001
-10.004 2.385 c18_66_c18_0958_0001
-10.001 7.732 c18_33_c18_1113_0001
-10.000 8.837 c18_33_c18_0609_0001
-9.998 4.785 c18_77_c18_0062_0001
-9.998 7.008 c18_22_c18_1084_0001
-9.997 10.707 c18_22_c18_0854_0001
-9.996 9.541 c18_55_c18_0061_0001
-9.996 9.904 c18_33_c18_1005_0001
-9.995 5.495 c18_88_c18_0935_0001
-9.995 9.344 c18_66_c18_1105_0001
-9.994 4.788 c18_55_c18_1146_0001
-9.994 8.095 c18_55_c18_0656_0001
-9.990 4.994 c18_11_c18_0400_0001
-9.990 6.958 c18_88_c18_1063_0001
-9.990 9.348 c18_44_c18_0812_0001
-9.989 9.270 c18_66_c18_0497_0001
-9.988 10.335 c18_66_c18_1053_0001
-9.988 7.301 c18_55_c18_1227_0001
-9.988 8.226 c18_22_c18_0066_0001
-9.987 10.089 c18_55_c18_0181_0001
-9.987 8.680 c18_22_c18_0510_0001
-9.984 6.730 c18_66_c18_0540_0001
-9.982 3.007 c18_77_c18_0316_0001
-9.982 5.106 c18_33_c18_0911_0001
-9.982 8.234 c18_66_c18_0215_0001
-9.979 3.349 c18_88_c18_0191_0001
-9.979 6.852 c18_22_c18_0060_0001
-9.979 6.895 c18_44_c18_0525_0001
-9.978 8.597 c18_55_c18_1190_0001
-9.976 3.465 c18_11_c18_0464_0001
-9.976 9.131 c18_11_c18_0912_0001
-9.975 2.451 c18_55_c18_0368_0001
-9.975 4.716 c18_77_c18_0271_0001
-9.974 4.857 c18_88_c18_0869_0001
-9.970 3.244 c18_66_c18_1014_0001
-9.970 8.599 c18_66_c18_1022_0001
-9.970 8.878 c18_33_c18_0728_0001
-9.967 4.192 c18_88_c18_0645_0001
-9.967 4.331 c18_44_c18_0121_0001
-9.966 7.744 c18_88_c18_0857_0001
-9.965 6.509 c18_33_c18_0894_0001
-9.964 4.205 c18_11_c18_1057_0001
-9.963 6.129 c18_66_c18_0321_0001
-9.963 9.351 c18_33_c18_0225_0001
-9.962 4.477 c18_77_c18_0895_0001
-9.961 9.010 c18_55_c18_0897_0001
-9.961 9.290 c18_66_c18_0614_0001
-9.960 2.532 c18_55_c18_0577_0001
-9.959 9.638 c18_11_c18_0927_0001
-9.958 4.321 c18_77_c18_0978_0001
-9.958 6.554 c18_44_c18_0506_0001
-9.958 9.409 c18_77_c18_0898_0001
-9.957 10.049 c18_44_c18_0329_0001
-9.957 7.113 c18_44_c18_0843_0001
-9.957 9.729 c18_11_c18_0388_0001
-9.956 3.262 c18_66_c18_1067_0001
-9.956 4.578 c18_77_c18_1026_0001
-9.956 6.129 c18_22_c18_0616_0001
-9.955 5.560 c18_66_c18_1189_0001
-9.955 7.983 c18_77_c18_0055_0001
-9.954 3.008 c18_88_c18_0835_0001
-9.954 9.144 c18_22_c18_1218_0001
-9.953 4.754 c18_77_c18_0732_0001
-9.951 4.301 c18_66_c18_0695_0001
-9.951 7.707 c18_44_c18_0765_0001
-9.950 6.772 c18_66_c18_1129_0001
-9.949 7.274 c18_66_c18_1231_0001
-9.948 2.852 c18_88_c18_0217_0001
-9.947 4.858 c18_77_c18_1185_0001
-9.947 8.477 c18_66_c18_0927_0001
-9.947 9.042 c18_77_c18_0657_0001
-9.946 5.681 c18_66_c18_0351_0001
-9.946 9.081 c18_33_c18_0410_0001
-9.946 9.730 c18_88_c18_0990_0001
-9.944 9.384 c18_44_c18_0996_0001
-9.944 9.461 c18_11_c18_0616_0001
-9.944 9.627 c18_66_c18_0029_0001
-9.943 6.536 c18_44_c18_1010_0001
-9.942 6.943 c18_44_c18_1048_0001
-9.941 9.576 c18_55_c18_0183_0001
-9.940 8.352 c18_22_c18_0110_0001
-9.940 8.762 c18_33_c18_0977_0001
-9.939 10.058 c18_22_c18_0650_0001
-9.939 5.640 c18_66_c18_0706_0001
-9.939 8.678 c18_66_c18_0879_0001
-9.938 8.757 c18_55_c18_0320_0001
-9.938 9.141 c18_22_c18_0451_0001
-9.937 5.662 c18_88_c18_0009_0001
-9.937 7.110 c18_11_c18_1182_0001
-9.936 4.513 c18_22_c18_1100_0001
-9.935 4.732 c18_11_c18_0048_0001
-9.935 5.233 c18_55_c18_0799_0001
-9.935 6.082 c18_66_c18_0433_0001
-9.934 6.262 c18_88_c18_1085_0001
-9.934 9.026 c18_44_c18_0729_0001
-9.932 6.651 c18_11_c18_1167_0001
-9.932 7.546 c18_55_c18_0534_0001
-9.931 8.151 c18_55_c18_0386_0001
-9.930 8.696 c18_44_c18_1182_0001
-9.929 6.281 c18_77_c18_0111_0001
-9.928 10.039 c18_66_c18_0977_0001
-9.928 10.331 c18_22_c18_0514_0001
-9.927 4.432 c18_22_c18_0183_0001
-9.926 8.810 c18_44_c18_1057_0001
-9.925 9.011 c18_55_c18_1209_0001
-9.923 9.392 c18_66_c18_0578_0001
-9.922 4.393 c18_77_c18_1037_0001
-9.922 4.427 c18_44_c18_0521_0001
-9.922 9.632 c18_55_c18_0341_0001
-9.922 9.833 c18_88_c18_0785_0001
-9.921 6.276 c18_66_c18_0535_0001
-9.921 6.448 c18_66_c18_0117_0001
-9.919 8.736 c18_88_c18_1002_0001
-9.917 5.751 c18_66_c18_1226_0001
-9.917 8.750 c18_88_c18_0703_0001
-9.917 9.796 c18_44_c18_0421_0001
-9.916 5.406 c18_88_c18_0743_0001
-9.916 6.718 c18_55_c18_1044_0001
-9.916 8.714 c18_11_c18_0445_0001
-9.915 4.440 c18_33_c18_0834_0001
-9.915 5.231 c18_33_c18_0384_0001
-9.913 7.092 c18_88_c18_0092_0001
-9.912 5.697 c18_44_c18_0445_0001
-9.912 7.227 c18_44_c18_0533_0001
-9.909 6.289 c18_88_c18_0911_0001
-9.907 5.129 c18_55_c18_0413_0001
-9.907 7.756 c18_44_c18_0139_0001
-9.907 7.905 c18_22_c18_0035_0001
-9.907 9.194 c18_11_c18_0934_0001
-9.905 8.005 c18_22_c18_1025_0001
-9.904 6.291 c18_33_c18_1071_0001
-9.903 6.216 c18_44_c18_0852_0001
-9.902 5.955 c18_22_c18_0502_0001
-9.901 5.035 c18_22_c18_0743_0001
-9.898 8.672 c18_33_c18_0547_0001
-9.897 9.739 c18_77_c18_1220_0001
-9.896 6.138 c18_22_c18_0922_0001
-9.896 8.187 c18_33_c18_0207_0001
-9.895 5.163 c18_22_c18_0951_0001
-9.895 8.900 c18_88_c18_1164_0001
-9.894 7.458 c18_11_c18_1112_0001
-9.894 8.413 c18_22_c18_0048_0001
-9.893 6.740 c18_11_c18_0387_0001
-9.892 10.349 c18_88_c18_0125_0001
-9.892 9.012 c18_88_c18_0422_0001
-9.891 5.053 c18_77_c18_0388_0001
-9.889 5.236 c18_88_c18_0267_0001
-9.889 9.014 c18_88_c18_0457_0001
-9.887 4.430 c18_11_c18_0551_0001
-9.885 9.546 c18_66_c18_0457_0001
-9.884 5.392 c18_55_c18_0492_0001
-9.884 9.053 c18_77_c18_1206_0001
-9.883 6.356 c18_22_c18_0018_0001
-9.883 7.655 c18_33_c18_1044_0001
-9.882 4.447 c18_22_c18_0574_0001
-9.882 4.927 c18_88_c18_0673_0001
-9.882 6.267 c18_33_c18_0281_0001
-9.881 4.189 c18_44_c18_0608_0001
-9.881 6.787 c18_88_c18_0719_0001
-9.880 6.846 c18_55_c18_0642_0001
-9.879 3.522 c18_55_c18_0160_0001
-9.879 8.823 c18_33_c18_1225_0001
-9.879 9.238 c18_55_c18_0554_0001
-9.878 7.166 c18_33_c18_0085_0001
-9.878 9.537 c18_77_c18_0506_0001
-9.877 4.468 c18_77_c18_0268_0001
-9.876 6.004 c18_88_c18_0641_0001
-9.875 4.535 c18_11_c18_0598_0001
-9.874 9.389 c18_55_c18_0682_0001
-9.874 9.415 c18_22_c18_0104_0001
-9.872 5.786 c18_55_c18_0651_0001
-9.872 9.191 c18_55_c18_0677_0001
-9.871 5.281 c18_88_c18_1071_0001
-9.871 5.725 c18_66_c18_0151_0001
-9.871 9.642 c18_11_c18_0981_0001
-9.869 4.576 c18_11_c18_0941_0001
-9.869 5.160 c18_77_c18_0107_0001
-9.869 9.045 c18_77_c18_0142_0001
-9.869 9.204 c18_88_c18_0318_0001
-9.868 5.932 c18_44_c18_1208_0001
-9.865 6.025 c18_66_c18_1056_0001
-9.864 6.359 c18_88_c18_1059_0001
-9.864 9.271 c18_77_c18_0712_0001
-9.862 8.584 c18_44_c18_0760_0001
-9.862 9.744 c18_66_c18_0948_0001
-9.860 3.829 c18_55_c18_0991_0001
-9.860 5.524 c18_66_c18_0543_0001
-9.860 6.023 c18_77_c18_1196_0001
-9.860 9.348 c18_55_c18_0562_0001
-9.859 4.836 c18_44_c18_1000_0001
-9.858 5.366 c18_44_c18_0414_0001
-9.858 6.445 c18_22_c18_1112_0001
-9.857 4.093 c18_55_c18_0878_0001
-9.857 8.854 c18_77_c18_0425_0001
-9.857 9.497 c18_77_c18_1192_0001
-9.856 2.090 c18_88_c18_0264_0001
-9.856 8.871 c18_55_c18_0700_0001
-9.855 3.601 c18_44_c18_1108_0001
-9.852 4.285 c18_44_c18_0361_0001
-9.852 8.884 c18_77_c18_0476_0001
-9.850 7.270 c18_88_c18_0930_0001
-9.850 9.434 c18_55_c18_0484_0001
-9.850 9.718 c18_11_c18_0292_0001
-9.849 4.000 c18_33_c18_0433_0001
-9.848 3.249 c18_77_c18_1203_0001
-9.847 4.682 c18_33_c18_1011_0001
-9.847 6.779 c18_55_c18_1076_0001
-9.847 6.872 c18_22_c18_0362_0001
-9.846 6.621 c18_22_c18_0443_0001
-9.845 6.110 c18_55_c18_0810_0001
-9.844 4.695 c18_66_c18_0644_0001
-9.844 4.912 c18_44_c18_0514_0001
-9.844 8.224 c18_66_c18_0652_0001
-9.843 8.675 c18_66_c18_0621_0001
-9.842 3.252 c18_88_c18_0822_0001
-9.842 4.739 c18_88_c18_0453_0001
-9.842 5.309 c18_88_c18_0970_0001
-9.841 3.060 c18_88_c18_0830_0001
-9.841 5.740 c18_22_c18_0411_0001
-9.840 3.832 c18_33_c18_0098_0001
-9.840 8.418 c18_66_c18_0874_0001
-9.839 4.431 c18_66_c18_0560_0001
-9.839 6.377 c18_55_c18_0453_0001
-9.838 10.200 c18_66_c18_0091_0001
-9.838 6.952 c18_88_c18_0720_0001
-9.838 9.271 c18_11_c18_0004_0001
-9.835 10.119 c18_44_c18_0208_0001
-9.833 3.041 c18_55_c18_0565_0001
-9.833 3.226 c18_11_c18_0648_0001
-9.833 4.761 c18_22_c18_0470_0001
-9.831 8.444 c18_22_c18_0062_0001
-9.831 9.927 c18_22_c18_1148_0001
-9.830 4.764 c18_88_c18_1055_0001
-9.829 4.573 c18_44_c18_0313_0001
-9.829 5.995 c18_22_c18_0911_0001
-9.828 5.827 c18_88_c18_0145_0001
-9.828 7.447 c18_88_c18_1166_0001
-9.827 8.522 c18_66_c18_0653_0001
-9.827 9.334 c18_55_c18_0414_0001
-9.826 5.893 c18_22_c18_0442_0001
-9.825 8.153 c18_44_c18_0400_0001
-9.823 1.855 c18_88_c18_0232_0001
-9.823 4.034 c18_88_c18_1012_0001
-9.823 4.389 c18_11_c18_0562_0001
-9.823 7.450 c18_11_c18_0373_0001
-9.823 9.819 c18_66_c18_0612_0001
-9.822 9.226 c18_22_c18_0987_0001
-9.820 7.450 c18_88_c18_0945_0001
-9.819 4.960 c18_44_c18_0998_0001
-9.817 9.220 c18_66_c18_1217_0001
-9.817 9.720 c18_33_c18_0046_0001
-9.815 8.540 c18_44_c18_0083_0001
-9.815 9.236 c18_55_c18_0529_0001
-9.814 8.303 c18_55_c18_1159_0001
-9.814 9.957 c18_44_c18_0773_0001
-9.811 7.032 c18_11_c18_0711_0001
-9.810 3.490 c18_88_c18_0707_0001
-9.809 4.838 c18_66_c18_0181_0001
-9.809 9.052 c18_44_c18_0277_0001
-9.808 3.415 c18_88_c18_0022_0001
-9.808 6.932 c18_22_c18_0078_0001
-9.808 9.675 c18_55_c18_0111_0001
-9.807 4.572 c18_22_c18_0632_0001
-9.807 5.094 c18_11_c18_0261_0001
-9.807 8.658 c18_55_c18_0144_0001
-9.806 3.010 c18_11_c18_1212_0001
-9.806 9.928 c18_11_c18_0203_0001
-9.805 3.135 c18_22_c18_1239_0001
-9.804 6.683 c18_77_c18_0078_0001
-9.803 5.525 c18_88_c18_0694_0001
-9.803 9.022 c18_11_c18_0646_0001
-9.802 6.227 c18_55_c18_0781_0001
-9.802 6.478 c18_88_c18_0924_0001
-9.801 5.975 c18_55_c18_1074_0001
-9.799 5.817 c18_11_c18_1173_0001
-9.799 9.061 c18_55_c18_0089_0001
-9.796 5.739 c18_77_c18_1086_0001
-9.795 9.108 c18_66_c18_0294_0001
-9.795 9.117 c18_22_c18_0155_0001
-9.795 9.125 c18_44_c18_0687_0001
-9.793 7.327 c18_22_c18_0751_0001
-9.793 8.409 c18_22_c18_0127_0001
-9.792 6.587 c18_22_c18_0765_0001
-9.792 6.636 c18_22_c18_0752_0001
-9.792 7.337 c18_77_c18_0074_0001
-9.792 9.380 c18_44_c18_0968_0001
-9.791 7.600 c18_55_c18_0157_0001
-9.791 8.756 c18_22_c18_0114_0001
-9.790 10.297 c18_44_c18_1126_0001
-9.790 7.074 c18_33_c18_0045_0001
-9.790 7.831 c18_55_c18_0334_0001
-9.789 8.993 c18_55_c18_1223_0001
-9.789 9.944 c18_66_c18_0207_0001
-9.788 2.508 c18_66_c18_0342_0001
-9.788 4.709 c18_33_c18_0538_0001
-9.788 6.393 c18_55_c18_0407_0001
-9.787 3.270 c18_88_c18_0002_0001
-9.787 5.557 c18_44_c18_0126_0001
-9.787 5.989 c18_88_c18_0952_0001
-9.787 6.926 c18_77_c18_1126_0001
-9.786 3.632 c18_77_c18_0464_0001
-9.786 4.649 c18_11_c18_0394_0001
-9.786 9.488 c18_88_c18_0841_0001
-9.785 5.412 c18_22_c18_1076_0001
-9.785 7.712 c18_11_c18_1008_0001
-9.784 8.941 c18_88_c18_0736_0001
-9.783 6.487 c18_22_c18_1056_0001
-9.783 6.681 c18_77_c18_0669_0001
-9.782 6.663 c18_22_c18_0028_0001
-9.780 7.478 c18_55_c18_1008_0001
-9.779 2.548 c18_88_c18_0385_0001
-9.778 4.840 c18_77_c18_0137_0001
-9.777 4.181 c18_66_c18_1213_0001
-9.777 9.039 c18_11_c18_0020_0001
-9.777 9.130 c18_22_c18_0359_0001
-9.776 4.311 c18_33_c18_0292_0001
-9.774 9.108 c18_11_c18_0759_0001
-9.773 7.234 c18_88_c18_0477_0001
-9.771 4.239 c18_66_c18_0354_0001
-9.769 4.581 c18_33_c18_0481_0001
-9.768 4.410 c18_44_c18_0141_0001
-9.767 6.059 c18_22_c18_0918_0001
-9.764 3.423 c18_88_c18_0981_0001
-9.764 4.805 c18_77_c18_0049_0001
-9.762 4.492 c18_22_c18_0575_0001
-9.761 4.426 c18_44_c18_0960_0001
-9.761 4.596 c18_11_c18_0753_0001
-9.757 6.995 c18_22_c18_0524_0001
-9.756 4.655 c18_11_c18_0272_0001
-9.755 5.402 c18_88_c18_0709_0001
-9.755 9.196 c18_44_c18_1212_0001
-9.754 6.731 c18_77_c18_0245_0001
-9.753 4.971 c18_11_c18_0237_0001
-9.753 6.896 c18_88_c18_0333_0001
-9.752 10.079 c18_66_c18_0494_0001
-9.752 8.588 c18_33_c18_0459_0001
-9.750 10.176 c18_22_c18_1004_0001
-9.750 4.736 c18_66_c18_0824_0001
-9.750 8.798 c18_88_c18_0252_0001
-9.749 3.367 c18_66_c18_0634_0001
-9.748 9.640 c18_55_c18_1138_0001
-9.747 5.473 c18_44_c18_0884_0001
-9.747 9.591 c18_77_c18_0736_0001
-9.746 8.552 c18_55_c18_0235_0001
-9.745 7.074 c18_55_c18_0088_0001
-9.745 9.435 c18_77_c18_0127_0001
-9.744 10.079 c18_66_c18_0109_0001
-9.744 5.669 c18_77_c18_0636_0001
-9.744 7.585 c18_55_c18_0595_0001
-9.742 4.921 c18_77_c18_0588_0001
-9.741 4.257 c18_22_c18_0240_0001
-9.741 6.307 c18_66_c18_0647_0001
-9.741 8.011 c18_88_c18_0080_0001
-9.740 3.052 c18_77_c18_0467_0001
-9.739 8.831 c18_66_c18_0260_0001
-9.739 9.356 c18_77_c18_1229_0001
-9.738 6.973 c18_33_c18_0172_0001
-9.737 6.412 c18_22_c18_0343_0001
-9.736 4.402 c18_77_c18_1199_0001
-9.736 5.157 c18_44_c18_0696_0001
-9.736 5.348 c18_77_c18_0619_0001
-9.734 7.570 c18_77_c18_1160_0001
-9.732 5.670 c18_88_c18_0561_0001
-9.731 8.819 c18_44_c18_1050_0001
-9.731 9.711 c18_55_c18_1010_0001
-9.730 5.720 c18_44_c18_0661_0001
-9.730 8.583 c18_33_c18_0667_0001
-9.729 5.748 c18_22_c18_1054_0001
-9.729 8.857 c18_44_c18_0149_0001
-9.728 2.876 c18_66_c18_0971_0001
-9.728 5.735 c18_55_c18_0467_0001
-9.728 7.033 c18_66_c18_0273_0001
-9.726 4.507 c18_11_c18_0973_0001
-9.726 5.785 c18_44_c18_0614_0001
-9.726 8.180 c18_11_c18_1150_0001
-9.724 4.764 c18_88_c18_1129_0001
-9.724 5.141 c18_77_c18_0535_0001
-9.724 7.852 c18_33_c18_0064_0001
-9.723 4.513 c18_66_c18_0493_0001
-9.723 9.197 c18_88_c18_0548_0001
-9.722 8.165 c18_55_c18_0387_0001
-9.721 2.921 c18_11_c18_0315_0001
-9.721 5.310 c18_55_c18_0757_0001
-9.721 6.133 c18_66_c18_0329_0001
-9.720 4.431 c18_77_c18_0369_0001
-9.720 6.482 c18_88_c18_0649_0001
-9.720 8.862 c18_66_c18_0284_0001
-9.719 3.745 c18_66_c18_0938_0001
-9.719 4.771 c18_77_c18_0445_0001
-9.719 4.773 c18_22_c18_0744_0001
-9.719 7.141 c18_33_c18_0760_0001
-9.717 7.236 c18_77_c18_0390_0001
-9.716 8.294 c18_11_c18_0436_0001
-9.715 10.250 c18_66_c18_0120_0001
-9.715 2.707 c18_88_c18_0671_0001
-9.715 7.925 c18_88_c18_0751_0001
-9.715 9.481 c18_33_c18_1106_0001
-9.714 8.915 c18_88_c18_1009_0001
-9.713 6.573 c18_55_c18_0861_0001
-9.713 9.479 c18_55_c18_0451_0001
-9.712 9.282 c18_77_c18_0092_0001
-9.711 3.046 c18_88_c18_0813_0001
-9.711 5.807 c18_55_c18_0519_0001
-9.710 4.594 c18_55_c18_0191_0001
-9.710 8.881 c18_44_c18_0502_0001
-9.708 10.090 c18_77_c18_0257_0001
-9.708 6.400 c18_44_c18_1138_0001
-9.708 9.510 c18_33_c18_1021_0001
-9.707 10.097 c18_77_c18_0622_0001
-9.707 6.074 c18_66_c18_0734_0001
-9.707 8.233 c18_77_c18_0677_0001
-9.706 5.506 c18_77_c18_0121_0001
-9.705 5.844 c18_11_c18_1168_0001
-9.704 5.066 c18_33_c18_0498_0001
-9.704 8.384 c18_77_c18_1246_0001
-9.704 9.117 c18_33_c18_0489_0001
-9.702 9.169 c18_77_c18_1092_0001
-9.702 9.607 c18_44_c18_0555_0001
-9.701 5.392 c18_88_c18_0427_0001
-9.700 3.324 c18_55_c18_0135_0001
-9.700 6.337 c18_66_c18_0581_0001
-9.699 9.172 c18_22_c18_0402_0001
-9.698 7.464 c18_22_c18_0705_0001
-9.698 9.495 c18_66_c18_0583_0001
-9.696 6.499 c18_88_c18_1005_0001
-9.696 8.745 c18_11_c18_0834_0001
-9.695 5.003 c18_44_c18_0216_0001
-9.695 7.390 c18_11_c18_0620_0001
-9.695 8.100 c18_66_c18_1111_0001
-9.695 8.301 c18_55_c18_0753_0001
-9.694 8.189 c18_22_c18_0174_0001
